timestamp,questions,qps,com_commit,com_rollback,tps,threads_running,threads_connected,pages_flushed,pages_flushed_ps,purge_trx_id,purge_tps,history_list_length
2026-04-29 16:34:03,32,0,41,0,0,2,1,1620,0,0,0,0
2026-04-29 16:34:04,42,10,41,0,0,2,3,1620,0,0,0,0
2026-04-29 16:34:05,528,486,199,1,159,4,6,3957,2337,0,0,0
2026-04-29 16:34:06,1914,1386,676,3,479,7,8,3957,0,0,0,0
2026-04-29 16:34:07,4114,2200,1429,10,760,9,10,3957,0,0,0,0
2026-04-29 16:34:08,7323,3209,2545,13,1119,11,12,3957,0,0,0,0
2026-04-29 16:34:09,11882,4559,4115,20,1577,13,14,3957,0,0,0,0
2026-04-29 16:34:10,17665,5783,6105,32,2002,13,17,3957,0,0,0,0
2026-04-29 16:34:11,24930,7265,8615,48,2526,18,19,3957,0,0,0,0
2026-04-29 16:34:13,33478,8548,11563,69,2969,19,21,3957,0,0,0,0
2026-04-29 16:34:14,42592,9114,14727,79,3174,21,23,3957,0,0,0,0
2026-04-29 16:34:15,53642,11050,18550,96,3840,24,25,3957,0,0,0,0
2026-04-29 16:34:16,65900,12258,22800,112,4266,27,28,3957,0,0,0,0
2026-04-29 16:34:17,80436,14536,27829,134,5051,28,30,3957,0,0,0,0
2026-04-29 16:34:18,97065,16629,33610,166,5813,30,32,3957,0,0,0,0
2026-04-29 16:34:19,114786,17721,39746,190,6160,31,34,3957,0,0,0,0
2026-04-29 16:34:20,133886,19100,46356,218,6638,35,36,3957,0,0,0,0
2026-04-29 16:34:22,154255,20369,53417,246,7089,38,39,3957,0,0,0,0
2026-04-29 16:34:23,175510,21255,60780,279,7396,39,41,6135,2178,0,0,0
2026-04-29 16:34:24,197622,22112,68450,298,7689,42,43,8187,2052,0,0,0
2026-04-29 16:34:25,221176,23554,76617,339,8208,44,45,10235,2048,0,0,0
2026-04-29 16:34:26,247140,25964,85596,386,9026,45,48,12305,2070,0,0,0
2026-04-29 16:34:27,274231,27091,94985,430,9433,49,50,14361,2056,0,0,0
2026-04-29 16:34:28,302600,28369,104839,474,9898,50,52,18375,4014,0,0,0
2026-04-29 16:34:29,333202,30602,115407,525,10619,53,54,20405,2030,0,0,0
2026-04-29 16:34:30,365001,31799,126406,583,11057,54,57,22413,2008,0,0,0
2026-04-29 16:34:32,397953,32952,137854,633,11498,56,59,24445,2032,0,0,0
2026-04-29 16:34:33,432507,34554,149839,688,12040,54,61,26489,2044,0,0,0
2026-04-29 16:34:34,467539,35032,161987,739,12199,62,63,28499,2010,0,0,0
2026-04-29 16:34:35,505025,37486,174956,789,13019,62,66,30489,1990,0,0,0
2026-04-29 16:34:36,543698,38673,188355,842,13452,64,68,32851,2362,0,0,0
2026-04-29 16:34:37,581838,38140,201620,888,13311,68,70,37649,4798,0,0,0
2026-04-29 16:34:38,622488,40650,215746,952,14190,66,72,40093,2444,0,0,0
2026-04-29 16:34:39,664268,41780,230273,1014,14589,71,75,42565,2472,0,0,0
2026-04-29 16:34:41,707051,42783,245107,1091,14911,71,77,44987,2422,0,0,0
2026-04-29 16:34:42,750596,43545,260204,1150,15156,75,79,47431,2444,0,0,0
2026-04-29 16:34:43,794260,43664,275352,1205,15203,79,81,49859,2428,0,0,0
2026-04-29 16:34:44,839184,44924,290912,1287,15642,76,83,52327,2468,0,0,0
2026-04-29 16:34:45,884058,44874,306496,1365,15662,82,83,54789,2462,0,0,0
2026-04-29 16:34:46,929322,45264,322200,1430,15769,79,83,59723,4934,0,0,0
2026-04-29 16:34:47,976044,46722,338409,1509,16288,81,83,62189,2466,0,0,0
2026-04-29 16:34:48,1023366,47322,354813,1586,16481,76,83,64663,2474,0,0,0
2026-04-29 16:34:50,1071115,47749,371332,1683,16616,78,83,67195,2532,0,0,0
2026-04-29 16:34:51,1119625,48510,388148,1764,16897,80,83,69723,2528,0,0,0
2026-04-29 16:34:52,1168132,48507,404941,1841,16870,75,83,72261,2538,0,0,0
