second,tpm
0,0
1,2760
2,17880
3,30900
4,50040
5,65700
6,90960
7,109140
8,136980
9,158880
10,172740
11,189780
12,223080
13,253080
14,288480
15,319440
16,336900
17,360120
18,385920
19,385260
20,409860
21,428580
22,476640
23,495600
24,524640
25,542040
26,572760
27,594480
28,612660
29,641160
30,649020
31,688200
32,702420
33,720840
34,738420
35,757200
36,782160
37,799860
38,797640
39,806820
40,819900
41,826080
42,841020
43,854940
44,858600
45,872400
46,881820
47,892020
48,890940
49,859140
50,875640
51,874440
52,870840
53,863100
54,873420
55,881280
56,874980
57,880740
58,886560
59,885300
60,895920
61,897180
62,897000
63,921300
64,897180
65,880800
66,897060
67,907200
68,907920
69,895380
70,880380
71,834060
72,853920
73,868260
74,873540
75,908880
76,924840
77,937020
78,937620
79,925200
80,903480
81,911700
82,875580
83,890640
84,903600
85,913380
86,905100
87,886380
88,904200
89,851040
90,853560
91,816840
92,863400
93,841620
94,868080
95,841320
96,858600
97,793860
98,797760
99,824700
100,765960
101,837720
102,736920
103,839400
104,870420
105,873060
106,898380
107,881340
108,915840
109,882660
110,899160
111,893820
112,893100
113,890040
114,897300
115,873300
116,884280
117,878580
118,858540
119,818520
120,875580
121,722880
122,850500
123,840780
124,843600
125,806580
126,886920
127,883380
128,874200
129,849120
130,723000
131,825300
132,669900
133,747420
134,758940
135,796380
136,756000
137,845340
138,890100
139,835980
140,930180
141,932520
142,910020
143,925500
144,914820
145,897780
146,889500
147,904560
148,902820
149,939360
150,952680
151,938760
152,943320
153,956520
154,943800
155,944280
156,954180
157,938220
158,959160
159,938220
160,950280
161,950520
162,944880
163,956520
164,950700
165,957660
166,963540
167,962700
168,966780
169,959040
170,950520
171,954720
172,937560
173,942780
174,951420
175,956700
176,960660
177,951780
178,954240
179,961260
180,952140
181,962160
182,961980
183,958440
184,958140
185,967620
186,957780
187,964740
188,973500
189,965820
190,951600
191,964740
192,971820
193,938940
194,967620
195,970620
196,970380
197,948000
198,960720
199,893880
200,942540
201,951300
202,955860
203,917340
204,942300
205,928200
206,920220
207,894360
208,880800
209,909480
210,854700
211,884040
212,786000
213,916980
214,745860
215,910440
216,911340
217,888120
218,931800
219,901080
220,793440
221,893640
222,873120
223,854400
224,876900
225,885840
226,824820
227,897060
228,920280
229,893040
230,928200
231,894900
232,784860
233,809880
234,813060
235,888060
236,878160
237,895800
238,790740
239,898860
240,808320
241,895200
242,876480
243,875400
244,888000
245,885060
246,867360
247,843840
248,855420
249,838560
250,794880
251,897000
