second,tpm
0,0
1,3240
2,19860
3,34800
4,53220
5,79260
6,97800
7,123840
8,141780
9,169260
10,198900
11,217860
12,242760
13,275280
14,298560
15,337140
16,369840
17,386820
18,405660
19,401340
20,427680
21,441900
22,478740
23,499860
24,520620
25,529980
26,566700
27,585780
28,606240
29,623520
30,642960
31,651300
32,674460
33,670260
34,706620
35,731460
36,751020
37,770040
38,778500
39,792420
40,816180
41,823860
42,838260
43,848160
44,866640
45,889380
46,890460
47,886260
48,911160
49,806340
50,805200
51,824160
52,863760
53,845640
54,838680
55,859920
56,879060
57,837060
58,848580
59,867900
60,854400
61,851280
62,850620
63,834540
64,825240
65,860520
66,856920
67,830280
68,809160
69,850740
70,828120
71,844020
72,842400
73,837240
74,848280
75,830100
76,834360
77,832320
78,852720
79,781500
80,738180
81,759240
82,664800
83,651480
84,661140
85,649380
86,661740
87,690120
88,673680
89,668220
90,740520
91,650460
92,625200
93,645360
94,635220
95,663180
96,666120
97,649260
98,663480
99,643380
100,680580
101,723540
102,733440
103,740640
104,752880
105,716100
106,728640
107,748680
108,746580
109,712740
110,722760
111,711240
112,632160
113,613200
114,569880
115,636960
116,627300
117,641400
118,738300
119,590220
120,600000
121,589140
122,618960
123,605880
124,582420
125,699180
126,746940
127,596460
128,752400
129,785580
130,756420
131,717240
132,761100
133,867840
134,818280
135,855060
136,796440
137,784380
138,703500
139,664620
140,704820
141,577380
142,600180
143,551520
144,635400
145,652980
146,646140
147,641940
148,611580
149,750240
150,792420
151,829200
152,856380
153,839400
154,805680
155,856260
156,750060
157,815460
158,820320
159,797160
160,818520
161,812700
162,814620
163,826560
164,795360
165,843000
166,851760
167,842040
168,842400
169,825180
170,833400
171,846660
172,833700
173,840300
174,829860
175,848880
176,804060
177,839400
178,826680
179,886380
180,864060
181,743640
182,731100
183,655380
184,682920
185,693180
186,735060
187,729060
188,649800
189,682320
190,674520
191,747060
192,855660
193,842460
194,833280
195,874980
196,883320
197,882720
198,876180
199,872100
200,876180
201,882720
202,846840
203,972900
204,867300
205,899100
206,885840
207,858060
208,850080
209,875340
210,842040
211,889320
212,846000
213,887100
214,845820
215,858540
216,841500
217,851400
218,893160
219,848760
220,889200
221,838080
222,863580
223,860400
224,866460
225,852240
226,865680
227,854760
228,881880
229,886440
230,868860
231,858480
232,855360
233,846060
234,816960
235,844440
236,849120
237,843060
238,858840
239,811380
240,818880
241,830880
242,891360
243,954780
244,983040
245,967140
246,982020
247,969960
248,986040
249,969120
250,989040
251,982380
252,982920
253,980100
254,980220
255,984120
256,988380
257,976320
258,969000
259,981600
260,979140
261,971460
262,979740
263,970800
264,986640
265,985440
266,979020
267,972120
268,966480
269,988860
270,973020
271,978240
272,979500
273,982080
274,983820
275,977880
276,970560
277,962820
278,975000
279,969720
280,941940
281,918540
282,896400
283,843480
284,882840
285,886560
286,866820
287,921120
288,825900
289,848040
290,850320
291,870000
292,880800
293,871620
294,897300
295,875760
296,795060
297,814500
298,856380
299,882660
300,882720
301,877560
302,854640
303,870240
304,841380
305,823800
306,814920
307,825420
308,809640
309,825900
310,816180
311,807840
312,823560
313,907980
314,903660
315,833820
316,860640
317,848160
318,872880
319,890400
320,877320
321,862800
322,854400
323,840120
324,807540
325,837540
326,850740
327,818880
328,891780
329,888960
330,840180
331,804720
332,830880
333,862920
334,838140
335,867360
336,878820
337,850620
338,858060
339,828180
340,836520
341,818460
342,850620
343,835320
