second,tpm
0,0
1,2280
2,17700
3,31080
4,42480
5,52260
6,61680
7,61740
8,67800
9,75540
10,79380
11,85140
12,91680
13,93360
14,106740
15,101160
16,107220
17,101820
18,104280
19,127140
20,121020
21,132240
22,129900
23,140160
24,140940
25,143100
26,148860
27,146220
28,157680
29,154440
30,156180
31,154920
32,156060
33,158040
34,159060
35,164760
36,165480
37,169200
38,173340
39,171840
40,173400
41,177720
42,180720
43,179760
44,183540
45,182640
46,190080
47,186480
48,187800
49,186240
50,183540
51,178680
52,191160
53,188460
54,197340
55,197340
56,202800
57,198000
58,197700
59,198600
60,195960
61,206040
62,202680
63,205920
64,204240
65,207060
66,209760
67,209400
68,199140
69,204840
70,200460
71,210360
72,207360
73,213900
74,214380
75,218580
76,214080
77,224340
78,219840
79,216780
80,216660
81,217380
82,223080
83,224400
84,196920
85,221460
86,218400
87,216660
88,225900
89,224580
90,226320
91,226020
92,220980
93,227340
94,222540
95,229560
96,233700
97,235080
98,233280
99,228780
100,234600
101,218760
102,226080
103,234000
104,233400
105,236580
106,235920
107,234540
108,234900
109,238320
110,236400
111,238140
112,236340
113,240480
114,238140
115,239580
116,232080
117,236820
118,244260
119,244800
120,238980
121,237180
122,236040
123,238800
124,234120
125,235500
126,234780
127,232380
128,235380
129,236820
130,242220
131,243900
132,245880
133,235020
134,235020
135,239580
136,245400
137,229920
138,251940
139,238680
140,249480
141,251340
142,252840
143,260580
144,255360
145,256980
146,256440
147,254520
148,246480
149,251700
150,255420
151,255360
152,256080
153,259440
154,255540
155,252840
156,259620
157,257880
158,255840
159,254940
160,253500
161,253140
162,258300
163,260640
164,262080
165,261180
166,268440
167,265560
168,275940
169,273420
170,264780
171,270660
172,266580
173,274800
174,270180
175,273540
176,268680
177,263640
178,259920
179,262440
180,267720
181,266100
182,265380
183,272400
184,275100
185,275940
186,274140
187,275820
188,269160
189,276720
190,277980
191,280320
192,256260
193,269280
194,282420
195,277620
196,284040
197,283260
198,280500
199,291240
200,270960
201,292980
202,281160
203,293820
204,291240
205,286860
206,293280
207,287100
208,289500
209,286020
210,292680
211,283680
212,293340
213,292740
214,285300
215,295680
216,293940
217,293640
218,290400
219,293580
220,297240
221,296280
222,299580
223,293520
224,294180
225,293940
226,292560
227,293100
228,293760
229,300420
230,297600
231,292440
232,298020
233,296400
234,302220
235,291480
236,292020
237,294060
238,294780
239,298380
240,306420
241,308880
242,304500
243,305220
244,306000
245,303420
246,289860
247,308340
248,305220
249,312420
250,303780
251,299460
252,288840
253,306900
254,306780
255,307920
256,305880
257,311520
258,310680
259,300900
260,314760
261,303360
262,300300
263,310740
264,304740
265,304860
266,300360
267,307620
268,303780
269,320640
270,309900
271,310200
272,312840
273,299940
274,311880
275,315780
276,313140
277,314520
278,310020
279,316740
280,312600
281,309780
282,320220
283,318120
284,317040
285,301380
286,317040
287,314520
288,308580
289,314160
290,311580
291,312420
292,308820
293,310020
294,300060
295,316980
296,313740
297,313260
298,313080
299,304920
300,316200
301,317220
302,314160
303,311220
304,300420
305,309420
306,317940
307,310200
308,307200
309,314160
310,308940
311,305460
312,301500
313,308460
314,309360
315,290100
316,302580
317,305460
318,309360
319,309720
320,300660
321,305880
322,306420
323,306960
324,297900
325,306600
326,297420
327,298500
328,299940
329,304980
330,310920
331,309840
332,308040
333,312780
334,309720
335,311700
336,296880
337,297960
338,310980
339,307680
340,314580
341,310980
342,314280
343,313920
344,319500
345,318300
346,308700
347,301500
348,306300
349,296820
350,298860
351,297480
352,293460
353,297120
354,302040
355,301200
356,297480
357,292560
358,286020
359,295620
360,296700
361,293040
362,298860
363,297900
364,293220
365,299580
366,304200
367,295380
368,293100
369,291480
370,302760
371,291180
372,309360
373,306240
374,312480
375,294720
376,305160
377,298620
378,300840
379,307140
380,279720
381,288840
382,307440
383,297180
384,301020
385,303120
386,298800
387,293640
388,313200
389,318540
390,327000
391,318300
392,325800
393,321660
394,307980
395,325500
396,322200
397,309780
398,312180
399,309480
400,317160
401,309420
402,302880
403,319020
404,319920
405,320700
406,319440
407,319260
408,320160
409,325860
410,314700
411,316680
412,307440
413,321300
414,322080
415,320880
416,327960
417,321480
418,314880
419,313920
420,320160
421,329820
422,323400
423,307380
424,320160
425,324660
426,333960
427,323520
428,341880
429,333180
430,328260
431,330960
432,324120
433,328320
434,327060
435,335460
436,331860
437,323100
438,334200
439,326400
440,319260
441,319440
442,318540
443,323700
444,310800
445,302640
446,314820
447,330540
448,322440
449,323580
450,322980
451,319080
452,324660
453,317400
454,320400
455,319560
456,315660
457,330300
458,334380
459,326640
460,325200
461,318840
462,315840
463,320820
464,321420
465,314820
466,333660
467,327720
468,317580
469,328740
470,322380
471,319020
472,331380
473,332520
474,326160
475,329940
476,328080
477,327780
478,325020
479,330180
480,325620
481,333240
482,313200
483,325620
484,305340
485,307020
486,333360
487,333420
488,333120
489,309720
490,301980
491,323160
492,319020
493,312300
494,330600
495,322380
496,325740
497,322560
498,317100
499,319380
500,314460
501,328620
502,335880
503,343320
504,334560
505,330660
506,317640
507,324240
508,336840
509,320700
510,323220
511,307380
512,311040
513,330000
514,324060
515,322560
516,325320
517,312780
518,311760
519,320100
520,331320
521,326580
522,323700
523,326760
524,330240
525,317880
526,327720
527,324780
528,329760
529,319080
530,312420
531,322560
532,322560
533,331080
534,311820
535,325080
536,327540
537,323700
538,327420
539,326520
540,326460
541,322860
542,332820
543,328080
544,321780
545,320820
546,325200
547,323940
548,330660
549,334260
550,335100
551,330000
552,308940
553,314760
554,318720
555,317340
556,320460
557,306780
558,321660
559,325200
560,320040
561,326760
