elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010051,51,3060.0
3,30010256,205,12300.0
4,30010605,349,20940.0
5,30011080,475,28500.0
6,30011709,629,37740.0
7,30012496,787,47220.0
8,30013410,914,54840.0
9,30014472,1062,63720.0
10,30015677,1205,72300.0
11,30016989,1312,78720.0
12,30018406,1417,85020.0
13,30019937,1531,91860.0
14,30021501,1564,93840.0
15,30023258,1757,105420.0
16,30025144,1886,113160.0
17,30027126,1982,118920.0
18,30029225,2099,125940.0
19,30031432,2207,132420.0
20,30033744,2312,138720.0
21,30036086,2342,140520.0
22,30038508,2422,145320.0
23,30040953,2445,146700.0
24,30043551,2598,155880.0
26,30046243,2692,80760.0
27,30049102,2859,171540.0
28,30052069,2967,178020.0
29,30055152,3083,184980.0
30,30058259,3107,186420.0
31,30061458,3199,191940.0
32,30064797,3339,200340.0
33,30068198,3401,204060.0
34,30071666,3468,208080.0
35,30075177,3511,210660.0
36,30078694,3517,211020.0
37,30082247,3553,213180.0
38,30085860,3613,216780.0
39,30089472,3612,216720.0
40,30093112,3640,218400.0
41,30096738,3626,217560.0
42,30100422,3684,221040.0
43,30104217,3795,227700.0
44,30107980,3763,225780.0
45,30111781,3801,228060.0
46,30115651,3870,232200.0
47,30119463,3812,228720.0
48,30123292,3829,229740.0
49,30127238,3946,236760.0
50,30131158,3920,235200.0
51,30135242,4084,245040.0
52,30139344,4102,246120.0
53,30143451,4107,246420.0
54,30147569,4118,247080.0
56,30151715,4146,124380.0
57,30155930,4215,252900.0
58,30160114,4184,251040.0
59,30164328,4214,252840.0
60,30168581,4253,255180.0
61,30172847,4266,255960.0
62,30177130,4283,256980.0
63,30181437,4307,258420.0
64,30185637,4200,252000.0
65,30189882,4245,254700.0
66,30194105,4223,253380.0
67,30198187,4082,244920.0
68,30202315,4128,247680.0
69,30206430,4115,246900.0
70,30210633,4203,252180.0
71,30214872,4239,254340.0
72,30219043,4171,250260.0
73,30223267,4224,253440.0
74,30227403,4136,248160.0
75,30231603,4200,252000.0
76,30235769,4166,249960.0
77,30239993,4224,253440.0
78,30244199,4206,252360.0
79,30248417,4218,253080.0
80,30252635,4218,253080.0
81,30256834,4199,251940.0
83,30261082,4248,127440.0
84,30265344,4262,255720.0
85,30269597,4253,255180.0
86,30273841,4244,254640.0
87,30278132,4291,257460.0
88,30282458,4326,259560.0
89,30286771,4313,258780.0
90,30291067,4296,257760.0
91,30295398,4331,259860.0
92,30299753,4355,261300.0
93,30304114,4361,261660.0
94,30308423,4309,258540.0
95,30312765,4342,260520.0
96,30317190,4425,265500.0
97,30321536,4346,260760.0
98,30325919,4383,262980.0
99,30330306,4387,263220.0
100,30334695,4389,263340.0
101,30339171,4476,268560.0
102,30343607,4436,266160.0
103,30348081,4474,268440.0
104,30352563,4482,268920.0
105,30357040,4477,268620.0
106,30361423,4383,262980.0
107,30365860,4437,266220.0
108,30370271,4411,264660.0
110,30374661,4390,131700.0
111,30379149,4488,269280.0
112,30383589,4440,266400.0
113,30388064,4475,268500.0
114,30392507,4443,266580.0
115,30396942,4435,266100.0
116,30401352,4410,264600.0
117,30405748,4396,263760.0
118,30410182,4434,266040.0
119,30414645,4463,267780.0
120,30419051,4406,264360.0
121,30423469,4418,265080.0
122,30427929,4460,267600.0
123,30432384,4455,267300.0
124,30436839,4455,267300.0
125,30441324,4485,269100.0
126,30445765,4441,266460.0
127,30450200,4435,266100.0
128,30454613,4413,264780.0
129,30459027,4414,264840.0
130,30463420,4393,263580.0
131,30467805,4385,263100.0
132,30472294,4489,269340.0
133,30476701,4407,264420.0
134,30480888,4187,251220.0
136,30485282,4394,131820.0
137,30489717,4435,266100.0
138,30494145,4428,265680.0
139,30498579,4434,266040.0
140,30503006,4427,265620.0
141,30507473,4467,268020.0
142,30511873,4400,264000.0
143,30516260,4387,263220.0
144,30520682,4422,265320.0
145,30525106,4424,265440.0
146,30529501,4395,263700.0
147,30533954,4453,267180.0
148,30538343,4389,263340.0
149,30542776,4433,265980.0
150,30547203,4427,265620.0
151,30551666,4463,267780.0
152,30556135,4469,268140.0
153,30560590,4455,267300.0
154,30565012,4422,265320.0
155,30569407,4395,263700.0
156,30573891,4484,269040.0
157,30578333,4442,266520.0
158,30582758,4425,265500.0
159,30587159,4401,264060.0
160,30591602,4443,266580.0
