second,tpm
0,0
1,3180
2,15720
3,33660
4,48540
5,72900
6,90960
7,121320
8,137100
9,169560
10,185400
11,210120
12,235620
13,264900
14,295920
15,320400
16,336420
17,358020
18,395340
19,420780
20,444360
21,463020
22,480540
23,511080
24,525300
25,549000
26,564240
27,593580
28,584340
29,615120
30,647040
31,662760
32,675180
33,687540
34,688260
35,712080
36,706860
37,725700
38,746280
39,757560
40,670140
41,512280
42,493080
43,501660
44,519840
45,510480
46,527160
47,478920
48,489780
49,490860
50,450180
51,433200
52,412680
53,410880
54,417660
55,414540
56,409380
57,429600
58,485400
59,457620
60,445260
61,420240
62,429360
63,392460
64,400860
65,444660
66,482280
67,507540
68,527220
69,469980
70,458400
71,465120
72,487140
73,532080
74,548820
75,525540
76,465900
77,483960
78,523680
79,569760
80,570840
81,581460
82,574200
83,589260
84,579720
85,581820
86,592260
87,573540
88,559560
89,591780
90,629700
91,646200
92,601920
93,583440
94,556680
95,565140
96,538740
97,598500
98,621060
99,623160
100,598860
101,607620
102,624900
103,616920
104,620040
105,610860
106,625620
107,633660
108,605940
109,635100
110,641580
111,627600
112,635820
113,633120
114,620280
115,626460
116,572280
117,376740
118,364980
119,389280
120,345780
121,380700
122,361140
123,387360
124,365940
125,330000
126,349200
127,377460
128,384660
129,381240
130,382860
131,370380
132,348480
133,355440
134,368820
135,347880
136,364020
137,321540
138,345900
139,331740
140,301500
141,323160
142,396900
143,413220
144,438180
145,461820
146,469380
147,440940
148,436620
149,421860
150,396660
151,435840
152,415320
153,456960
154,442740
155,459420
156,462540
157,458040
158,444780
159,422100
160,449940
161,455400
162,420660
163,454020
164,469920
165,481860
166,393840
167,395820
168,399240
169,387660
170,456540
171,482580
172,494640
173,510660
174,531720
175,516240
176,525420
177,482640
178,459060
179,407460
180,361740
181,406320
182,464940
183,462300
184,489480
185,534060
186,597300
187,597060
188,606360
189,617220
190,605220
191,614820
192,607560
193,639600
194,620100
195,631440
196,629760
197,627180
198,633360
199,624900
200,625020
201,632220
202,641820
203,607560
204,623340
205,618120
206,613320
207,603540
208,615420
209,560760
210,553380
211,566880
212,544140
213,549480
214,536040
215,520020
216,517680
217,492060
218,504720
219,444240
220,474240
221,550980
222,503220
223,507660
224,475860
225,479460
226,494400
227,447240
228,424920
229,414120
230,447120
231,469200
232,500940
233,513240
234,508800
235,508140
236,568920
237,564540
238,551580
239,587700
240,571560
241,612840
242,643800
243,651420
244,615780
245,566340
246,541920
247,553740
248,526620
249,469620
250,518940
251,534900
252,534720
253,522000
254,474960
255,443460
256,481260
257,446100
258,402660
259,428340
260,429240
261,444120
262,429540
263,400620
264,420300
265,434280
266,418080
267,412440
268,401400
269,416340
270,436980
271,456780
272,473940
273,472200
274,466380
275,449220
276,472740
277,455700
278,413820
279,393780
280,449820
281,456120
282,472260
283,439200
284,450720
285,454500
286,472740
287,430500
288,423780
289,467580
290,483720
291,512160
292,512400
293,506820
