second,tpm
0,0
1,2520
2,17760
3,35880
4,56100
5,76080
6,107400
7,127260
8,156180
9,171960
10,202260
11,236520
12,268500
13,297480
14,330660
15,359100
16,381120
17,409260
18,385800
19,336960
20,329760
21,347880
22,357600
23,358440
24,340800
25,358080
26,355200
27,362760
28,339300
29,323640
30,332880
31,386520
32,362940
33,378000
34,329100
35,340740
36,350160
37,327420
38,311820
39,282420
40,274740
41,309720
42,303360
43,350100
44,353400
45,340980
46,330600
47,327960
48,336420
49,348540
50,331680
51,354900
52,374580
53,384720
54,390000
55,380700
56,386880
57,372420
58,392760
59,393000
60,403380
61,397440
62,381600
63,384120
64,382560
65,393540
66,395100
67,391260
68,389640
69,383220
70,388260
71,385380
72,382140
73,395880
74,392400
75,379680
76,388560
77,376920
78,385620
79,373080
80,384720
81,389460
82,360780
83,385260
84,392460
85,393300
86,377160
87,387660
88,392220
89,399720
90,391800
91,404940
92,397200
93,385620
94,385920
95,382860
96,385680
97,399300
98,398640
99,402000
100,392340
101,386340
102,394140
103,383400
104,377220
105,397080
106,405060
107,379980
108,391860
109,391500
110,381360
111,403260
112,386580
113,397320
114,393600
115,395760
116,394980
117,397680
118,386460
119,390840
120,404100
121,403140
122,380280
123,381240
124,391980
125,395520
126,390900
127,410640
128,401280
129,397800
130,392700
131,385080
132,399480
133,390240
134,413940
135,397620
136,394560
137,365280
138,373740
139,371040
140,352860
141,369180
142,366000
143,403980
144,379980
145,366300
146,379260
147,388260
148,378120
149,375060
150,375060
151,359820
152,352500
153,349860
154,384480
155,356520
156,371040
157,370080
158,371880
159,350280
160,373860
161,363960
162,361680
163,369780
164,369720
165,374220
166,360720
167,352020
168,370260
169,363720
170,369780
171,357960
172,367260
173,363900
174,359040
175,348960
176,366180
177,386700
178,347520
179,362580
180,364500
181,364080
182,338940
183,353700
184,372120
185,372720
186,346980
187,339660
188,348540
189,347640
190,348540
191,356280
192,367920
193,375000
194,393360
195,399840
196,400080
197,390360
198,386820
199,395880
200,392340
201,397320
202,398940
203,383760
204,396720
205,385260
206,404520
207,388140
208,392040
209,392100
210,398580
211,381780
212,380460
213,384240
214,379920
215,381180
216,380580
217,379020
218,355140
219,381300
220,387960
221,371880
222,375000
223,350340
224,360300
225,365040
226,356700
227,355380
228,352980
229,351720
230,340440
231,340620
232,333960
233,309060
234,303660
235,288900
236,298320
237,304260
238,299460
239,283500
240,279540
241,276060
242,270780
243,261000
244,247260
245,286080
246,279960
247,314280
248,335520
249,316740
250,313320
251,317340
252,316140
253,302460
254,271320
255,269940
256,260460
257,284760
258,299580
259,303300
260,285840
261,292020
262,283260
263,296100
264,316680
265,334500
266,330060
267,336120
268,343560
269,320040
270,325140
271,321000
272,335520
273,371280
274,372960
275,368640
276,366540
277,353940
278,297300
279,327720
280,342660
281,339000
282,376740
283,387000
284,381300
285,365040
286,375360
287,378600
288,366900
289,376260
290,382620
291,381060
292,387720
293,407100
294,388500
295,392760
296,385500
297,388620
298,395880
299,396960
300,408600
301,392760
302,376560
303,390000
304,388140
305,392760
306,401340
307,366840
308,344760
309,330960
310,337980
311,352260
312,368100
313,349320
314,357480
315,370920
316,358140
317,372000
318,325680
319,363480
320,351240
321,363480
322,365340
323,354360
324,369960
325,329640
326,346380
327,365940
328,364440
329,381180
330,376200
331,400620
332,389400
333,387480
334,393180
335,389760
336,383640
337,380280
338,387900
339,397740
340,373260
341,387360
342,379980
343,388080
344,386520
