elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010089,89,5340.0
3,30010348,259,15540.0
4,30010741,393,23580.0
5,30011252,511,30660.0
6,30011922,670,40200.0
7,30012759,837,50220.0
8,30013730,971,58260.0
9,30014818,1088,65280.0
10,30016039,1221,73260.0
11,30017353,1314,78840.0
12,30018780,1427,85620.0
13,30020308,1528,91680.0
14,30021980,1672,100320.0
15,30023808,1828,109680.0
16,30025698,1890,113400.0
17,30027706,2008,120480.0
18,30029806,2100,126000.0
19,30032006,2200,132000.0
20,30034349,2343,140580.0
21,30036728,2379,142740.0
22,30039237,2509,150540.0
23,30041875,2638,158280.0
24,30044614,2739,164340.0
25,30047358,2744,164640.0
26,30050273,2915,174900.0
27,30053272,2999,179940.0
28,30056317,3045,182700.0
29,30059469,3152,189120.0
30,30062695,3226,193560.0
32,30066012,3317,99510.0
33,30069406,3394,203640.0
34,30072772,3366,201960.0
35,30076200,3428,205680.0
36,30079637,3437,206220.0
37,30083084,3447,206820.0
38,30086648,3564,213840.0
39,30090199,3551,213060.0
40,30093761,3562,213720.0
41,30097282,3521,211260.0
42,30100917,3635,218100.0
43,30104656,3739,224340.0
44,30108352,3696,221760.0
45,30112129,3777,226620.0
46,30115982,3853,231180.0
47,30119835,3853,231180.0
48,30123749,3914,234840.0
49,30127673,3924,235440.0
50,30131599,3926,235560.0
51,30135542,3943,236580.0
52,30139503,3961,237660.0
53,30143504,4001,240060.0
54,30147569,4065,243900.0
55,30151614,4045,242700.0
56,30155631,4017,241020.0
57,30159674,4043,242580.0
58,30163663,3989,239340.0
59,30167764,4101,246060.0
60,30171821,4057,243420.0
62,30175932,4111,123330.0
63,30180012,4080,244800.0
64,30184126,4114,246840.0
65,30188228,4102,246120.0
66,30192343,4115,246900.0
67,30196416,4073,244380.0
68,30200512,4096,245760.0
69,30204641,4129,247740.0
70,30208793,4152,249120.0
71,30212962,4169,250140.0
72,30217128,4166,249960.0
73,30221272,4144,248640.0
74,30225325,4053,243180.0
75,30229464,4139,248340.0
76,30233575,4111,246660.0
77,30237774,4199,251940.0
78,30241971,4197,251820.0
79,30246186,4215,252900.0
80,30250413,4227,253620.0
81,30254691,4278,256680.0
82,30258942,4251,255060.0
83,30263099,4157,249420.0
84,30267375,4276,256560.0
85,30271749,4374,262440.0
86,30276020,4271,256260.0
87,30280302,4282,256920.0
89,30284586,4284,128520.0
90,30288974,4388,263280.0
91,30293239,4265,255900.0
92,30297543,4304,258240.0
93,30301921,4378,262680.0
94,30306259,4338,260280.0
95,30310595,4336,260160.0
96,30314976,4381,262860.0
97,30319323,4347,260820.0
98,30323693,4370,262200.0
99,30328027,4334,260040.0
100,30332417,4390,263400.0
101,30336897,4480,268800.0
102,30341315,4418,265080.0
103,30345740,4425,265500.0
104,30350145,4405,264300.0
105,30354531,4386,263160.0
106,30358901,4370,262200.0
107,30363326,4425,265500.0
108,30367765,4439,266340.0
109,30372136,4371,262260.0
110,30376519,4383,262980.0
111,30380920,4401,264060.0
112,30385282,4362,261720.0
113,30389645,4363,261780.0
114,30394010,4365,261900.0
116,30398400,4390,131700.0
117,30402796,4396,263760.0
118,30407191,4395,263700.0
119,30411551,4360,261600.0
120,30415937,4386,263160.0
121,30420289,4352,261120.0
122,30424679,4390,263400.0
123,30429070,4391,263460.0
124,30433432,4362,261720.0
125,30437867,4435,266100.0
126,30442291,4424,265440.0
127,30446641,4350,261000.0
128,30451082,4441,266460.0
129,30455535,4453,267180.0
130,30459966,4431,265860.0
131,30464414,4448,266880.0
132,30468867,4453,267180.0
133,30473399,4532,271920.0
134,30477863,4464,267840.0
135,30482295,4432,265920.0
136,30486860,4565,273900.0
137,30491309,4449,266940.0
138,30495754,4445,266700.0
139,30500248,4494,269640.0
140,30504696,4448,266880.0
141,30509138,4442,266520.0
143,30513630,4492,134760.0
144,30518032,4402,264120.0
145,30522395,4363,261780.0
146,30526856,4461,267660.0
147,30531341,4485,269100.0
148,30535809,4468,268080.0
149,30540267,4458,267480.0
150,30544789,4522,271320.0
151,30549235,4446,266760.0
152,30553763,4528,271680.0
153,30558245,4482,268920.0
154,30562744,4499,269940.0
155,30567168,4424,265440.0
156,30571676,4508,270480.0
157,30576127,4451,267060.0
158,30580544,4417,265020.0
159,30585061,4517,271020.0
160,30589295,4234,254040.0
