second,tpm
0,0
1,2700
2,18600
3,32580
4,49200
5,65520
6,92040
7,108300
8,129720
9,163860
10,184860
11,222840
12,258360
13,281280
14,307500
15,328800
16,361800
17,387960
18,404340
19,439320
20,444180
21,457920
22,472500
23,498840
24,501840
25,489720
26,538440
27,547740
28,556920
29,585960
30,594060
31,601320
32,610740
33,612060
34,615000
35,631860
36,588600
37,598500
38,642480
39,646500
40,631260
41,655380
42,666900
43,660180
44,668460
45,680280
46,675660
47,686340
48,692760
49,714180
50,676320
51,683640
52,685200
53,692700
54,695880
55,700380
56,704220
57,706260
58,697380
59,723300
60,722880
61,729180
62,731460
63,726180
64,730560
65,739140
66,743460
67,742500
68,749640
69,752460
70,756240
71,750180
72,772680
73,744840
74,767100
75,758760
76,753240
77,731640
78,748140
79,756900
80,720780
81,734040
82,735420
83,738720
84,729900
85,727980
86,716160
87,732360
88,733320
89,744180
90,713400
91,735720
92,764460
93,767100
94,772380
95,786480
96,784620
97,790620
98,780360
99,780780
100,779580
101,792240
102,785460
103,771720
104,781980
105,787380
106,783660
107,796260
108,773340
109,781320
110,779580
111,775620
112,760920
113,775740
114,765660
115,783120
116,767100
117,784320
118,774000
119,787920
120,791700
121,794040
122,807900
123,806580
124,797460
125,796260
126,813840
127,800460
128,823560
129,804180
130,790800
131,793080
132,808680
133,789000
134,814740
135,809760
136,812760
137,818640
138,816960
139,812580
140,803160
141,808500
142,798720
143,804240
144,800700
145,810360
146,819240
147,823980
148,831900
149,814560
150,824460
151,822480
152,826920
153,822240
154,839640
155,831660
156,831960
157,839760
158,846420
159,833880
160,841380
161,847920
162,833760
163,851520
164,843120
165,835680
166,842280
167,817560
168,799380
169,835200
170,808800
171,809400
172,807060
173,840120
174,836820
175,831600
176,847920
177,863280
178,840120
179,831420
180,827340
181,829740
182,820860
183,819120
184,832140
185,840480
186,830160
187,840360
188,832920
189,845340
190,840060
191,817740
192,823140
193,838560
194,826500
195,835800
196,838560
197,840480
198,841680
199,831180
200,833400
201,843420
202,843900
203,834240
204,846180
205,825660
206,843780
207,845880
208,835140
209,839220
210,845340
211,841800
212,822480
213,835800
214,854460
215,843360
216,811320
217,838080
218,839280
219,853080
220,830760
221,858600
222,836700
223,841200
224,839100
225,848640
226,844620
227,844500
228,830880
229,847980
230,837600
231,843660
232,833340
233,853920
234,850080
235,854820
236,851280
237,792420
238,851640
239,864480
240,849420
241,847260
242,846240
243,852000
244,835800
245,859200
246,849000
247,854340
248,848340
249,838860
250,852120
251,842340
252,849060
253,845820
254,850500
255,850680
256,836640
257,885780
258,861900
259,850680
260,857100
261,856320
262,859800
263,859860
264,868080
265,852300
266,852900
267,862440
268,867060
269,873060
270,868860
271,875400
272,875760
273,871860
274,863460
275,884700
276,880140
277,891960
278,863580
279,854280
280,883140
281,854100
282,882960
283,881760
284,878640
285,873900
286,864180
287,832920
288,864300
289,872100
290,885660
291,873540
292,883680
293,880080
294,861660
295,872760
296,871560
297,855780
298,873180
299,884880
300,867840
301,861960
302,874860
303,865560
304,881520
305,889920
306,865500
307,872700
308,864960
309,860820
310,881940
311,862980
312,865140
313,850440
314,857820
315,866940
316,875460
317,850800
318,859260
319,857640
320,872100
321,847800
322,862920
323,853740
324,877440
325,861300
326,880140
327,879180
328,876180
329,878400
330,861060
331,858000
332,870540
333,889860
334,878700
335,874860
336,891240
337,892500
338,876420
339,897060
340,873840
341,874560
342,874800
343,873480
344,871020
345,866520
346,868440
347,876840
348,895500
349,885300
350,894000
351,874620
352,883260
353,884040
354,871980
355,871500
356,867840
357,863460
358,877020
359,891840
360,887940
361,875040
362,874920
363,897420
364,888780
365,882360
366,880140
367,899100
368,885360
369,876960
370,867780
371,874200
372,874740
373,891540
374,877200
375,877440
376,891120
377,884400
378,879300
379,877740
380,887820
381,866100
382,878100
383,886560
384,868740
385,866880
386,854760
387,877260
388,877140
389,889920
390,882780
391,882300
392,871260
393,852600
394,892320
395,861600
396,867480
397,872820
398,881640
399,853440
400,877500
401,887700
402,875040
403,852420
404,853260
405,847440
406,857280
407,857700
408,858300
409,847080
410,870540
411,903900
412,876780
413,881340
414,872220
415,879960
416,880140
417,874800
418,867360
419,888960
420,886860
421,864660
422,878400
423,865920
424,889320
425,862740
426,884040
427,869160
428,872160
429,862500
430,877320
431,873540
432,896820
433,888600
434,867720
435,880980
436,849720
437,870060
438,868980
439,886380
440,877140
441,860940
442,861300
443,875940
444,871080
445,883860
446,901680
447,892380
448,888720
449,860040
450,860460
451,875700
