Variable_name	Value
Innodb_buffer_pool_resize_status_progress	0
Innodb_buffer_pool_pages_data	6152924
Innodb_buffer_pool_bytes_data	100809506816
Innodb_buffer_pool_pages_dirty	3178003
Innodb_buffer_pool_bytes_dirty	52068401152
Innodb_buffer_pool_pages_flushed	44963321
Innodb_buffer_pool_pages_free	1055392
Innodb_buffer_pool_pages_misc	644
Innodb_buffer_pool_pages_total	7208960
Innodb_buffer_pool_read_ahead_rnd	0
Innodb_buffer_pool_read_ahead	0
Innodb_buffer_pool_read_ahead_evicted	0
Innodb_buffer_pool_read_requests	14039857106
Innodb_buffer_pool_reads	4621282
Innodb_buffer_pool_wait_free	0
Innodb_buffer_pool_write_requests	2872051446
Innodb_data_fsyncs	130339078
Innodb_data_pending_fsyncs	0
Innodb_data_pending_reads	0
Innodb_data_pending_writes	0
Innodb_data_read	75779770880
Innodb_data_reads	4626432
Innodb_data_writes	1283291972
Innodb_data_written	1565971930112
Innodb_dblwr_pages_written	44962607
Innodb_dblwr_writes	355421
Innodb_redo_log_read_only	OFF
Innodb_redo_log_uuid	1861396882
Innodb_redo_log_checkpoint_lsn	564579825142
Innodb_redo_log_current_lsn	578074390814
Innodb_redo_log_flushed_to_disk_lsn	578074390814
Innodb_redo_log_logical_size	13494566400
Innodb_redo_log_physical_size	26843545600
Innodb_redo_log_capacity_resized	34359738368
Innodb_redo_log_resize_status	OK
Innodb_log_waits	0
Innodb_log_write_requests	2150731507
Innodb_log_writes	1238983707
Innodb_os_log_fsyncs	130331509
Innodb_os_log_pending_fsyncs	0
Innodb_os_log_pending_writes	0
Innodb_os_log_written	660893741568
Innodb_page_size	16384
Innodb_pages_created	1525023
Innodb_pages_read	4627901
Innodb_pages_written	44963321
Innodb_redo_log_enabled	ON
Innodb_row_lock_current_waits	0
Innodb_row_lock_time	1718
Innodb_row_lock_time_avg	5
Innodb_row_lock_time_max	14
Innodb_row_lock_waits	319
Innodb_rows_deleted	23958927
Innodb_rows_inserted	310647838
Innodb_rows_read	2922123721
Innodb_rows_updated	613522176
Innodb_system_rows_deleted	8
Innodb_system_rows_inserted	8
Innodb_system_rows_read	5652
Innodb_system_rows_updated	333
Innodb_sampled_pages_read	0
Innodb_sampled_pages_skipped	0
Innodb_num_open_files	33
Innodb_truncated_status_writes	0
Innodb_undo_tablespaces_total	2
Innodb_undo_tablespaces_implicit	2
Innodb_undo_tablespaces_explicit	0
Innodb_undo_tablespaces_active	2
Key_blocks_not_flushed	0
Key_blocks_unused	53585
Key_blocks_used	0
Key_read_requests	0
Key_reads	0
Key_write_requests	0
Key_writes	0
Locked_connects	0
Max_execution_time_exceeded	0
Max_execution_time_set	0
Max_execution_time_set_failed	0
Max_used_connections	43
Max_used_connections_time	2026-04-22 23:57:24
Not_flushed_delayed_rows	0
Ongoing_anonymous_transaction_count	0
Open_files	2
Open_streams	0
Open_table_definitions	60
Open_tables	493
Opened_files	2
Opened_table_definitions	89
Opened_tables	573
Performance_schema_accounts_lost	0
Performance_schema_cond_classes_lost	0
Performance_schema_cond_instances_lost	0
Performance_schema_digest_lost	0
Performance_schema_file_classes_lost	0
Performance_schema_file_handles_lost	0
Performance_schema_file_instances_lost	0
Performance_schema_hosts_lost	0
Performance_schema_index_stat_lost	0
Performance_schema_locker_lost	0
Performance_schema_memory_classes_lost	0
Performance_schema_metadata_lock_lost	0
Performance_schema_meter_lost	0
Performance_schema_metric_lost	0
Performance_schema_mutex_classes_lost	0
Performance_schema_mutex_instances_lost	0
Performance_schema_nested_statement_lost	0
Performance_schema_prepared_statements_lost	0
Performance_schema_program_lost	0
Performance_schema_rwlock_classes_lost	0
Performance_schema_rwlock_instances_lost	0
Performance_schema_session_connect_attrs_longest_seen	0
Performance_schema_session_connect_attrs_lost	0
Performance_schema_socket_classes_lost	0
Performance_schema_socket_instances_lost	0
Performance_schema_stage_classes_lost	0
Performance_schema_statement_classes_lost	0
Performance_schema_table_handles_lost	0
Performance_schema_table_instances_lost	0
Performance_schema_table_lock_stat_lost	0
Performance_schema_thread_classes_lost	0
Performance_schema_thread_instances_lost	0
Performance_schema_users_lost	0
Prepared_stmt_count	0
Queries	7787172657
Questions	158122990
Replica_open_temp_tables	0
Resource_group_supported	ON
Rsa_public_key	-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAupbDaiu2jVz+5MOesiVk\n2jSUGA9xe5bEcLgNFcAJVurEaZJWXcpinACURYI+5OB5XVu2N1kJfi249HLDoxfH\nVOkBJ6He39MuBQxBhdc3gqzACZ7I5JxnHx14tSyM2+fSuUYMUQD8Uae0uxSaJtSi\nUbd1xkX+hBT/JzyeQDzC1F4tmoYNHjb/JeyMwXAPcLHmzDKLTu7XWfGldAYfXDVB\nEwytlV/eXdQTNXD7icA69hjTZxZB+bgfi4oZjXsJHG1SdkTnYsrnrB6CRyTxetID\n8JhCZqMT6bqM4eZtSIK2rOFtlEeu3vLZhGyZIFDcYmrPp3U+5rrfxwUaivJNON6M\nRQIDAQAB\n-----END PUBLIC KEY-----\n
Secondary_engine_execution_count	0
Select_full_join	0
Select_full_range_join	0
Select_range	2403871
Select_range_check	0
Select_scan	8119
Slave_open_temp_tables	0
Slow_launch_threads	0
Slow_queries	0
Sort_merge_passes	0
Sort_range	0
Sort_rows	0
Sort_scan	0
Ssl_accept_renegotiates	0
Ssl_accepts	0
Ssl_callback_cache_hits	0
Ssl_cipher	
Ssl_cipher_list	
Ssl_client_connects	0
Ssl_connect_renegotiates	0
Ssl_ctx_verify_depth	18446744073709551615
Ssl_ctx_verify_mode	5
Ssl_default_timeout	0
Ssl_finished_accepts	0
Ssl_finished_connects	0
Ssl_server_not_after	Apr 16 19:20:51 2036 GMT
Ssl_server_not_before	Apr 19 19:20:51 2026 GMT
Ssl_session_cache_hits	0
Ssl_session_cache_misses	0
Ssl_session_cache_mode	SERVER
Ssl_session_cache_overflows	0
Ssl_session_cache_size	128
Ssl_session_cache_timeout	300
Ssl_session_cache_timeouts	0
Ssl_sessions_reused	0
Ssl_used_session_cache_entries	0
Ssl_verify_depth	0
Ssl_verify_mode	0
Ssl_version	
Table_locks_immediate	8021
Table_locks_waited	0
Table_open_cache_hits	1478223780
Table_open_cache_misses	573
Table_open_cache_overflows	0
Tc_log_max_pages_used	0
Tc_log_page_size	0
Tc_log_page_waits	0
Telemetry_metrics_supported	ON
Telemetry_traces_supported	ON
Threads_cached	42
Threads_connected	1
Threads_created	43
Threads_running	2
Tls_library_version	OpenSSL 3.5.1 1 Jul 2025
Uptime	4215
Uptime_since_flush_status	4215
