second,tpm
0,0
1,2520
2,19560
3,37980
4,59700
5,81180
6,110280
7,136740
8,168900
9,191220
10,223500
11,251100
12,289920
13,322620
14,355680
15,390780
16,414360
17,441420
18,468600
19,502680
20,519900
21,535380
22,553860
23,580500
24,601380
25,631200
26,654540
27,645900
28,659700
29,677760
30,671820
31,706800
32,723360
33,753900
34,760080
35,781320
36,814380
37,826560
38,831720
39,850260
40,868860
41,879180
42,902460
43,901500
44,908940
45,928140
46,909240
47,918600
48,931980
49,942000
50,944520
51,947880
52,965820
53,965460
54,970800
55,970560
56,975000
57,865020
58,878340
59,880620
60,885660
61,880380
62,902220
63,882900
64,887700
65,881820
66,888900
67,909060
68,907020
69,916860
70,928320
71,925080
72,926460
73,912420
74,922080
75,928080
76,919560
77,920760
78,935220
79,942600
80,901440
81,898140
82,936840
83,931560
84,932280
85,938820
86,941220
87,872100
88,874440
89,885720
90,880680
91,885660
92,884460
93,902220
94,903180
95,871800
96,905460
97,898020
98,910380
99,917580
100,914520
101,915960
102,903600
103,921360
104,917640
105,922020
106,908400
107,913620
108,921420
109,889800
110,886920
111,911100
112,928260
113,927000
114,923160
115,921120
116,918660
117,878520
118,905880
119,902940
120,885120
121,900300
122,896880
123,881640
124,897480
125,913320
126,874320
127,890520
128,893340
129,881880
130,878880
131,899340
132,887460
133,897420
134,887040
135,895320
136,896580
137,848280
138,893700
139,898320
140,905220
141,904020
142,899520
143,886380
144,888060
145,906420
146,910980
147,862740
148,871740
149,858240
150,866640
151,824880
152,847440
153,853500
154,859320
155,840300
156,817740
157,842760
158,859320
159,854220
160,862140
161,857820
162,880500
163,812580
164,853680
165,839820
166,868860
167,872640
168,842760
169,856800
170,880020
171,873060
172,855300
173,869340
174,878400
175,848760
176,876600
177,853560
178,873900
179,866100
180,860520
181,837240
182,856560
183,872460
184,860580
185,873300
186,872220
187,868800
188,867060
189,809640
190,839040
191,846540
192,871380
193,908220
194,905580
195,904680
196,924000
197,915720
198,923760
199,924540
200,924360
201,928200
202,882960
203,926160
204,913380
205,920340
206,928380
207,918060
208,911700
209,924480
210,915000
211,925080
212,924060
213,901140
214,915000
215,875160
216,916620
217,910260
218,917460
219,928800
220,919440
221,910860
222,920880
223,925140
224,925020
225,936600
226,914460
227,912660
228,913560
229,888420
230,934200
231,930960
232,924300
233,929160
234,907200
235,867240
236,873660
237,885420
238,886020
239,875340
240,827160
241,855660
242,853080
243,790080
244,796320
245,942060
246,956640
247,940620
248,952920
249,945120
250,934320
251,943200
252,951300
253,934680
254,956820
255,928140
256,946980
257,903060
258,933480
259,928800
260,923880
261,951060
262,919860
263,959280
264,955920
265,948540
266,951300
267,955740
268,964020
269,959640
270,952260
271,917940
272,915000
273,942540
274,919020
275,919200
276,928500
277,927480
278,926100
279,906600
280,898560
281,932400
282,927660
283,899160
284,917880
285,900840
286,893760
287,894900
288,891000
289,900720
290,878760
291,898200
292,916500
293,909360
294,886080
295,900780
296,898140
297,899340
298,886440
299,886800
300,874920
301,866880
302,873660
303,882240
304,871800
305,849360
306,856380
307,863880
308,850260
309,852300
310,909660
311,908100
312,914040
313,919020
314,893340
315,899220
316,883320
317,894480
318,909540
319,914820
320,906900
321,899940
322,922320
323,909180
324,912240
325,910200
326,908940
327,921600
328,913320
329,905160
330,899880
331,886740
332,902760
333,894420
334,914940
335,932880
336,922740
337,911040
338,920460
339,917940
340,909060
341,911340
342,909840
343,913620
344,895620
