elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010043,43,2580.0
3,30010262,219,13140.0
4,30010602,340,20400.0
5,30011077,475,28500.0
6,30011699,622,37320.0
7,30012456,757,45420.0
8,30013354,898,53880.0
9,30014413,1059,63540.0
10,30015583,1170,70200.0
11,30016874,1291,77460.0
12,30018323,1449,86940.0
13,30019839,1516,90960.0
14,30021493,1654,99240.0
15,30023240,1747,104820.0
16,30025065,1825,109500.0
17,30027101,2036,122160.0
18,30029212,2111,126660.0
19,30031411,2199,131940.0
20,30033763,2352,141120.0
21,30036149,2386,143160.0
22,30038700,2551,153060.0
23,30041368,2668,160080.0
24,30044054,2686,161160.0
25,30046890,2836,170160.0
26,30049776,2886,173160.0
27,30052715,2939,176340.0
28,30055745,3030,181800.0
29,30058912,3167,190020.0
30,30062156,3244,194640.0
31,30065423,3267,196020.0
33,30068753,3330,99900.0
34,30072127,3374,202440.0
35,30075612,3485,209100.0
36,30079105,3493,209580.0
37,30082563,3458,207480.0
38,30086055,3492,209520.0
39,30089644,3589,215340.0
40,30093251,3607,216420.0
41,30096845,3594,215640.0
42,30100434,3589,215340.0
43,30104106,3672,220320.0
44,30107781,3675,220500.0
45,30111518,3737,224220.0
46,30115353,3835,230100.0
47,30119154,3801,228060.0
48,30123087,3933,235980.0
49,30126996,3909,234540.0
50,30130913,3917,235020.0
51,30134923,4010,240600.0
52,30138916,3993,239580.0
53,30142896,3980,238800.0
54,30146873,3977,238620.0
55,30150920,4047,242820.0
56,30154555,3635,218100.0
57,30158645,4090,245400.0
58,30162716,4071,244260.0
59,30166860,4144,248640.0
60,30171079,4219,253140.0
61,30175177,4098,245880.0
63,30179286,4109,123270.0
64,30183474,4188,251280.0
65,30187636,4162,249720.0
66,30191758,4122,247320.0
67,30195851,4093,245580.0
68,30199947,4096,245760.0
69,30204076,4129,247740.0
70,30208178,4102,246120.0
71,30212356,4178,250680.0
72,30216530,4174,250440.0
73,30220804,4274,256440.0
74,30225134,4330,259800.0
75,30229474,4340,260400.0
76,30233753,4279,256740.0
77,30238042,4289,257340.0
78,30242314,4272,256320.0
79,30246552,4238,254280.0
80,30250753,4201,252060.0
81,30255029,4276,256560.0
82,30259230,4201,252060.0
83,30263434,4204,252240.0
84,30267768,4334,260040.0
85,30272113,4345,260700.0
86,30276349,4236,254160.0
87,30280605,4256,255360.0
88,30284893,4288,257280.0
90,30289154,4261,127830.0
91,30293489,4335,260100.0
92,30297776,4287,257220.0
93,30302036,4260,255600.0
94,30306339,4303,258180.0
95,30310728,4389,263340.0
96,30315121,4393,263580.0
97,30319513,4392,263520.0
98,30323829,4316,258960.0
99,30328221,4392,263520.0
100,30332634,4413,264780.0
101,30337044,4410,264600.0
102,30341485,4441,266460.0
103,30345871,4386,263160.0
104,30350334,4463,267780.0
105,30354693,4359,261540.0
106,30359097,4404,264240.0
107,30363483,4386,263160.0
108,30367897,4414,264840.0
109,30372294,4397,263820.0
110,30376605,4311,258660.0
111,30381000,4395,263700.0
112,30385351,4351,261060.0
113,30389757,4406,264360.0
114,30394137,4380,262800.0
115,30398533,4396,263760.0
117,30402858,4325,129750.0
118,30407228,4370,262200.0
119,30411613,4385,263100.0
120,30416045,4432,265920.0
121,30420366,4321,259260.0
122,30424764,4398,263880.0
123,30429096,4332,259920.0
124,30433461,4365,261900.0
125,30437821,4360,261600.0
126,30442209,4388,263280.0
127,30446575,4366,261960.0
128,30451008,4433,265980.0
129,30455392,4384,263040.0
130,30459749,4357,261420.0
131,30464150,4401,264060.0
132,30468562,4412,264720.0
133,30473045,4483,268980.0
134,30477473,4428,265680.0
135,30481916,4443,266580.0
136,30486412,4496,269760.0
137,30490901,4489,269340.0
138,30495369,4468,268080.0
139,30499735,4366,261960.0
140,30504209,4474,268440.0
141,30508631,4422,265320.0
142,30513075,4444,266640.0
144,30517473,4398,131940.0
145,30521935,4462,267720.0
146,30526362,4427,265620.0
147,30530744,4382,262920.0
148,30535267,4523,271380.0
149,30539667,4400,264000.0
150,30544115,4448,266880.0
151,30548542,4427,265620.0
152,30553020,4478,268680.0
153,30557474,4454,267240.0
154,30561927,4453,267180.0
155,30566395,4468,268080.0
156,30570895,4500,270000.0
157,30575343,4448,266880.0
158,30579730,4387,263220.0
159,30584171,4441,266460.0
160,30588644,4473,268380.0
