Variable_name	Value
Aborted_clients	0
Aborted_connects	0
Aborted_connects_preauth	0
Access_denied_errors	0
Acl_column_grants	0
Acl_database_grants	1
Acl_function_grants	0
Acl_procedure_grants	0
Acl_package_spec_grants	0
Acl_package_body_grants	0
Acl_proxy_users	2
Acl_role_grants	0
Acl_roles	0
Acl_table_grants	1
Acl_users	7
Aria_pagecache_blocks_not_flushed	0
Aria_pagecache_blocks_unused	15598
Aria_pagecache_blocks_used	26
Aria_pagecache_read_requests	35217
Aria_pagecache_reads	22
Aria_pagecache_write_requests	1225
Aria_pagecache_writes	0
Aria_transaction_log_syncs	0
Binlog_commits	40367557
Binlog_group_commits	6954427
Binlog_group_commit_trigger_count	0
Binlog_group_commit_trigger_lock_wait	0
Binlog_group_commit_trigger_timeout	0
Binlog_snapshot_file	mysql-bin.000522
Binlog_snapshot_position	193195616
Binlog_bytes_written	279925515478
Binlog_cache_disk_use	0
Binlog_cache_use	40515774
Binlog_disk_use	0
Binlog_gtid_index_hit	0
Binlog_gtid_index_miss	0
Binlog_stmt_cache_disk_use	0
Binlog_stmt_cache_use	0
Busy_time	0.000000
Bytes_received	19593442570
Bytes_sent	35974898996
Column_compressions	0
Column_decompressions	0
Com_admin_commands	507
Com_alter_db	0
Com_alter_db_upgrade	0
Com_alter_event	0
Com_alter_function	0
Com_alter_procedure	0
Com_alter_server	0
Com_alter_sequence	0
Com_alter_table	0
Com_alter_user	0
Com_analyze	0
Com_assign_to_keycache	0
Com_backup	0
Com_backup_lock	0
Com_begin	44425306
Com_binlog	0
Com_call_procedure	44425306
Com_change_db	81
Com_change_master	0
Com_check	0
Com_checksum	0
Com_commit	44230801
Com_compound_sql	0
Com_create_db	0
Com_create_event	0
Com_create_function	0
Com_create_index	0
Com_create_package	0
Com_create_package_body	0
Com_create_procedure	0
Com_create_role	0
Com_create_sequence	0
Com_create_server	0
Com_create_table	0
Com_create_temporary_table	0
Com_create_trigger	0
Com_create_udf	0
Com_create_user	0
Com_create_view	0
Com_dealloc_sql	0
Com_delete	19326670
Com_delete_multi	0
Com_do	0
Com_drop_db	0
Com_drop_event	0
Com_drop_function	0
Com_drop_index	0
Com_drop_procedure	0
Com_drop_package	0
Com_drop_package_body	0
Com_drop_role	0
Com_drop_server	0
Com_drop_sequence	0
Com_drop_table	0
Com_drop_temporary_table	0
Com_drop_trigger	0
Com_drop_user	0
Com_drop_view	0
Com_empty_query	0
Com_execute_immediate	0
Com_execute_sql	0
Com_flush	0
Com_get_diagnostics	0
Com_grant	0
Com_grant_role	0
Com_ha_close	0
Com_ha_open	0
Com_ha_read	0
Com_help	0
Com_insert	250487740
Com_insert_select	0
Com_install_plugin	0
Com_kill	0
Com_load	0
Com_lock_tables	0
Com_optimize	0
Com_preload_keys	0
Com_prepare_sql	0
Com_purge	0
Com_purge_before_date	0
Com_release_savepoint	0
Com_rename_table	0
Com_rename_user	0
Com_repair	0
Com_replace	0
Com_replace_select	0
Com_reset	0
Com_resignal	0
Com_revoke	0
Com_revoke_all	0
Com_revoke_role	0
Com_rollback	194505
Com_rollback_to_savepoint	0
Com_savepoint	0
Com_select	615183186
Com_set_option	40562538
Com_show_authors	0
Com_show_binlog_events	0
Com_show_binlogs	0
Com_show_charsets	0
Com_show_collations	0
Com_show_contributors	0
Com_show_create_db	0
Com_show_create_event	0
Com_show_create_func	0
Com_show_create_package	0
Com_show_create_package_body	0
Com_show_create_proc	0
Com_show_create_server	0
Com_show_create_table	0
Com_show_create_trigger	0
Com_show_create_user	0
Com_show_databases	0
Com_show_engine_logs	0
Com_show_engine_mutex	0
Com_show_engine_status	253
Com_show_errors	0
Com_show_events	0
Com_show_explain	0
Com_show_analyze	0
Com_show_fields	0
Com_show_function_status	0
Com_show_generic	0
Com_show_grants	0
Com_show_keys	0
Com_show_binlog_status	0
Com_show_open_tables	0
Com_show_package_status	0
Com_show_package_body_status	0
Com_show_plugins	0
Com_show_privileges	0
Com_show_procedure_status	0
Com_show_processlist	0
Com_show_profile	0
Com_show_profiles	0
Com_show_relaylog_events	0
Com_show_slave_hosts	0
Com_show_slave_status	0
Com_show_status	8058
Com_show_storage_engines	0
Com_show_table_status	0
Com_show_tables	0
Com_show_triggers	0
Com_show_variables	256
Com_show_warnings	0
Com_shutdown	0
Com_signal	0
Com_start_all_slaves	0
Com_start_slave	0
Com_stmt_close	0
Com_stmt_execute	0
Com_stmt_fetch	0
Com_stmt_prepare	0
Com_stmt_reprepare	0
Com_stmt_reset	0
Com_stmt_send_long_data	0
Com_stop_all_slaves	0
Com_stop_slave	0
Com_truncate	0
Com_uninstall_plugin	0
Com_unlock_tables	0
Com_update	328174822
Com_update_multi	0
Com_xa_commit	0
Com_xa_end	0
Com_xa_prepare	0
Com_xa_recover	0
Com_xa_rollback	0
Com_xa_start	0
Compression	OFF
Connection_errors_accept	0
Connection_errors_internal	0
Connection_errors_max_connections	0
Connection_errors_peer_address	0
Connection_errors_select	0
Connection_errors_tcpwrap	0
Connections	4143
Cpu_time	0.000000
Created_tmp_disk_tables	253
Created_tmp_files	4
Created_tmp_tables	16623947
Delayed_errors	0
Delayed_insert_threads	0
Delayed_writes	0
Delete_scan	0
Empty_queries	0
Executed_events	0
Executed_triggers	0
Feature_application_time_periods	0
Feature_check_constraint	2
Feature_custom_aggregate_functions	0
Feature_delay_key_write	0
Feature_dynamic_columns	0
Feature_fulltext	0
Feature_gis	0
Feature_insert_returning	0
Feature_into_outfile	0
Feature_into_variable	1360
Feature_invisible_columns	0
Feature_json	2
Feature_locale	0
Feature_subquery	0
Feature_system_versioning	0
Feature_timezone	0
Feature_trigger	0
Feature_vector_index	0
Feature_window_functions	0
Feature_xml	0
Handler_commit	1863547638
Handler_delete	19312000
Handler_discover	0
Handler_external_lock	0
Handler_icp_attempts	316018922
Handler_icp_match	316018922
Handler_mrr_init	0
Handler_mrr_key_refills	0
Handler_mrr_rowid_refills	0
Handler_prepare	1258646246
Handler_read_first	3
Handler_read_key	1325050158
Handler_read_last	80
Handler_read_next	1098647982
Handler_read_prev	0
Handler_read_retry	0
Handler_read_rnd	12650
Handler_read_rnd_deleted	0
Handler_read_rnd_next	110093855
Handler_rollback	389010
Handler_savepoint	0
Handler_savepoint_rollback	0
Handler_tmp_delete	0
