timestamp,questions,qps,com_commit,com_rollback,tps,threads_running,threads_connected,pages_flushed,pages_flushed_ps,purge_trx_id,purge_tps,history_list_length
2026-04-23 18:43:17,17,0,0,0,0,1,1,0,0,0,0,0
2026-04-23 18:43:18,134,117,35,1,36,2,4,0,0,0,0,34
2026-04-23 18:43:19,911,777,299,2,265,5,7,0,0,0,0,30
2026-04-23 18:43:21,2802,1891,950,3,652,7,9,0,0,0,0,169
2026-04-23 18:43:22,5581,2779,1906,13,966,9,11,0,0,0,0,599
2026-04-23 18:43:23,9187,3606,3172,19,1272,11,13,0,0,0,0,1338
2026-04-23 18:43:24,14151,4964,4885,28,1722,14,16,0,0,0,0,1912
2026-04-23 18:43:25,19975,5824,6914,38,2039,15,18,0,0,0,0,3145
2026-04-23 18:43:26,27098,7123,9372,50,2470,18,20,0,0,0,0,4815
2026-04-23 18:43:27,35477,8379,12278,68,2924,21,23,0,0,0,0,7328
2026-04-23 18:43:29,45041,9564,15585,85,3324,21,23,0,0,0,0,9785
2026-04-23 18:43:30,55534,10493,19219,103,3652,21,23,0,0,0,0,11243
2026-04-23 18:43:31,66758,11224,23112,121,3911,21,23,0,0,0,0,14700
2026-04-23 18:43:32,78834,12076,27302,141,4210,21,23,0,0,0,0,18411
2026-04-23 18:43:33,91437,12603,31659,166,4382,20,23,0,0,0,0,17657
2026-04-23 18:43:34,104106,12669,36056,190,4421,21,23,0,0,0,0,21233
2026-04-23 18:43:35,117437,13331,40663,217,4634,21,23,0,0,0,0,7793
2026-04-23 18:43:37,131548,14111,45554,235,4909,21,23,0,0,0,0,1598
2026-04-23 18:43:38,146146,14598,50598,261,5070,21,23,0,0,0,0,2670
2026-04-23 18:43:39,160742,14596,55663,281,5085,19,23,0,0,0,0,2588
2026-04-23 18:43:40,176007,15265,60976,295,5327,20,23,0,0,0,0,5432
2026-04-23 18:43:41,191585,15578,66407,323,5459,21,23,0,0,0,0,4003
2026-04-23 18:43:42,207910,16325,72062,358,5690,21,23,0,0,0,0,1127
2026-04-23 18:43:44,224570,16660,77843,379,5802,21,23,0,0,0,0,1487
2026-04-23 18:43:45,241941,17371,83868,402,6048,20,23,0,0,0,0,2013
