second,tpm
0,0
1,2040
2,16080
3,40380
4,57120
5,78900
6,107460
7,135600
8,158220
9,186540
10,216240
11,240000
12,278580
13,313980
14,348960
15,385980
16,401160
17,434820
18,462540
19,483360
20,518760
21,530160
22,544740
23,562680
24,590700
25,614640
26,639240
27,651720
28,689100
29,672300
30,668220
31,693180
32,710580
33,721980
34,754860
35,772020
36,784440
37,793860
38,802200
39,808920
40,812220
41,832020
42,850080
43,852780
44,867720
45,882900
46,885960
47,905220
48,901500
49,882600
50,898080
51,882540
52,884820
53,898680
54,884340
55,900600
56,912420
57,918600
58,918600
59,801240
60,807840
61,808140
62,831420
63,803700
64,819300
65,819960
66,819480
67,820320
68,825000
69,838740
70,840300
71,849720
72,846060
73,804120
74,783000
75,797880
76,800460
77,724260
78,782460
79,775200
80,741660
81,751260
82,783780
83,798900
84,805740
85,814020
86,804360
87,835260
88,846180
89,787260
90,797520
91,789840
92,722280
93,726660
94,724440
95,712500
96,715020
97,711780
98,704040
99,733560
100,717540
101,723360
102,723600
103,739740
104,741180
105,725460
106,725940
107,724020
108,750900
109,761040
110,731040
111,727080
112,760500
113,765840
114,758820
115,727380
116,755040
117,768480
118,765720
119,739380
120,696540
121,747240
122,747840
123,739680
124,705660
125,716160
126,734700
127,735060
128,742380
129,740160
130,823500
131,823140
132,851160
133,829260
134,827700
135,802260
136,842520
137,851040
138,846660
139,827220
140,829200
141,831600
142,816960
143,810000
144,818040
145,799140
146,772860
147,769500
148,794580
149,781260
150,797940
151,776760
152,775620
153,787560
154,792180
155,814080
156,776040
157,753900
158,749400
159,745080
160,774060
161,796260
162,784920
163,802680
164,814440
165,816780
166,828960
167,826980
168,801720
169,815280
170,813960
171,826020
172,837000
173,814980
174,791160
175,820080
176,815040
177,775020
178,863640
179,774780
180,845160
181,752880
182,856620
183,803640
184,854040
185,810780
186,812040
187,836340
188,808200
189,850500
190,775320
191,846660
192,797400
193,834060
194,840240
195,835140
196,822540
197,845280
198,760740
199,852000
200,837480
201,842460
202,816660
203,800400
204,835380
205,821520
206,821100
207,836820
208,813960
209,797340
210,817020
211,831660
212,837900
213,784020
214,798180
215,810540
216,817800
217,813000
218,786420
219,826380
220,828300
221,795060
222,808260
223,808920
224,780480
225,833820
226,806820
227,810060
228,815040
229,787140
230,806160
231,802140
232,797820
233,815520
234,797640
235,783000
236,808920
237,817560
238,811320
239,780060
240,812340
241,797520
242,810300
243,810120
244,799620
245,794460
246,792960
247,790380
248,809580
249,820740
250,776820
251,796380
252,802440
253,820020
254,785700
255,803100
256,793140
257,807120
258,786600
259,813360
260,792660
261,773160
262,791700
263,810360
264,797700
265,805260
266,800220
267,787440
268,797940
269,800940
270,808500
271,822900
272,761460
273,799980
274,798960
275,815340
276,807540
277,783780
278,803640
279,800520
280,811080
281,809640
282,781920
283,791880
284,819300
285,811200
286,801540
287,814860
288,790920
289,783180
