Variable_name	Value
Handler_rollback	173085
Handler_savepoint	0
Handler_savepoint_rollback	0
Handler_update	213567874
Handler_write	184944782
Innodb_buffer_pool_dump_status	Dumping of buffer pool not started
Innodb_buffer_pool_load_status	Loading of buffer pool not started
Innodb_buffer_pool_resize_status	
Innodb_buffer_pool_resize_status_code	0
Innodb_buffer_pool_resize_status_progress	0
Innodb_buffer_pool_pages_data	653168
Innodb_buffer_pool_bytes_data	10701504512
Innodb_buffer_pool_pages_dirty	192768
Innodb_buffer_pool_bytes_dirty	3158310912
Innodb_buffer_pool_pages_flushed	87950180
Innodb_buffer_pool_pages_free	2133
Innodb_buffer_pool_pages_misc	59
Innodb_buffer_pool_pages_total	655360
Innodb_buffer_pool_read_ahead_rnd	0
Innodb_buffer_pool_read_ahead	186
Innodb_buffer_pool_read_ahead_evicted	0
Innodb_buffer_pool_read_requests	5249010012
Innodb_buffer_pool_reads	235995310
Innodb_buffer_pool_wait_free	36609053
Innodb_buffer_pool_write_requests	1028775507
Innodb_data_fsyncs	18544791
Innodb_data_pending_fsyncs	0
Innodb_data_pending_reads	0
Innodb_data_pending_writes	0
Innodb_data_read	3889407544832
Innodb_data_reads	237471862
Innodb_data_writes	482166606
Innodb_data_written	2065278286336
Innodb_dblwr_pages_written	87949655
Innodb_dblwr_writes	784912
Innodb_redo_log_read_only	OFF
Innodb_redo_log_uuid	2295352983
Innodb_redo_log_checkpoint_lsn	191651735530
Innodb_redo_log_current_lsn	191966634958
Innodb_redo_log_flushed_to_disk_lsn	191966634958
Innodb_redo_log_logical_size	314899968
Innodb_redo_log_physical_size	8589934592
Innodb_redo_log_capacity_resized	34359738368
Innodb_redo_log_resize_status	OK
Innodb_log_waits	0
Innodb_log_write_requests	770269635
Innodb_log_writes	348975190
Innodb_os_log_fsyncs	18541559
Innodb_os_log_pending_fsyncs	0
Innodb_os_log_pending_writes	0
Innodb_os_log_written	216638835712
Innodb_page_size	16384
Innodb_pages_created	841325
Innodb_pages_read	237637366
Innodb_pages_written	110620180
Innodb_redo_log_enabled	ON
Innodb_row_lock_current_waits	0
Innodb_row_lock_time	168596
Innodb_row_lock_time_avg	9
Innodb_row_lock_time_max	152
Innodb_row_lock_waits	17426
Innodb_rows_deleted	8531040
Innodb_rows_inserted	110682445
Innodb_rows_read	1042245785
Innodb_rows_updated	213549697
Innodb_system_rows_deleted	64768
Innodb_system_rows_inserted	68715
Innodb_system_rows_read	159339
Innodb_system_rows_updated	12652
Innodb_sampled_pages_read	0
Innodb_sampled_pages_skipped	0
Innodb_num_open_files	34
Innodb_truncated_status_writes	0
Innodb_undo_tablespaces_total	2
Innodb_undo_tablespaces_implicit	2
Innodb_undo_tablespaces_explicit	0
Innodb_undo_tablespaces_active	2
Key_blocks_not_flushed	0
Key_blocks_unused	53585
Key_blocks_used	0
Key_read_requests	0
Key_reads	0
Key_write_requests	0
Key_writes	0
Locked_connects	0
Max_execution_time_exceeded	0
Max_execution_time_set	0
Max_execution_time_set_failed	0
Max_used_connections	83
Max_used_connections_time	2026-04-29 17:05:15
Not_flushed_delayed_rows	0
Ongoing_anonymous_transaction_count	0
Open_files	2
Open_streams	0
Open_table_definitions	59
Open_tables	800
Opened_files	2
Opened_table_definitions	1060
Opened_tables	1410
Performance_schema_accounts_lost	0
Performance_schema_cond_classes_lost	0
Performance_schema_cond_instances_lost	0
Performance_schema_digest_lost	0
Performance_schema_file_classes_lost	0
Performance_schema_file_handles_lost	0
Performance_schema_file_instances_lost	0
Performance_schema_hosts_lost	0
Performance_schema_index_stat_lost	0
Performance_schema_locker_lost	0
Performance_schema_logger_lost	0
Performance_schema_memory_classes_lost	0
Performance_schema_metadata_lock_lost	0
Performance_schema_meter_lost	0
Performance_schema_metric_lost	0
Performance_schema_mutex_classes_lost	0
Performance_schema_mutex_instances_lost	0
Performance_schema_nested_statement_lost	0
Performance_schema_prepared_statements_lost	0
Performance_schema_program_lost	0
Performance_schema_rwlock_classes_lost	0
Performance_schema_rwlock_instances_lost	0
Performance_schema_session_connect_attrs_longest_seen	0
Performance_schema_session_connect_attrs_lost	0
Performance_schema_socket_classes_lost	0
Performance_schema_socket_instances_lost	0
Performance_schema_stage_classes_lost	0
Performance_schema_statement_classes_lost	0
Performance_schema_table_handles_lost	0
Performance_schema_table_instances_lost	0
Performance_schema_table_lock_stat_lost	0
Performance_schema_thread_classes_lost	0
Performance_schema_thread_instances_lost	0
Performance_schema_users_lost	0
Prepared_stmt_count	0
Queries	2768665808
Questions	56357355
Replica_open_temp_tables	0
Resource_group_supported	ON
Rsa_public_key	-----BEGIN PUBLIC KEY-----\nMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqcliJZ06L/wagdEXo6tC\npmX75CLg8UsKKjfBajxa1T3BJxBkafxMOfIKt7rOp15gJ7FEEiTAzNKYa8Sd5F6N\nMp3/+eOrvYGWigDwT7rQOoQHYt+j3NIdPK3+b3NJ1o13kWzVtBLrj4NtYcFQqo5D\nGGHDXB8BrjYGySNubinDs7bdw/Mhp/ycwSflL80ELfZXyxoSwzSYwMcK+Dw+CIQL\ndye9it4Pf6C0VFrwcP2O/a3NUq3sS3YsN2xn34eY6huOTd5VEJ5EwlvBw7hEXoVi\nnIpHO0Z83jzvc/41CoGGLENPvUv6MBFMHLVHxtMo/OHrhB82JwD3MayEBVNtD7rD\ndQIDAQAB\n-----END PUBLIC KEY-----\n
Secondary_engine_execution_count	0
Select_full_join	0
Select_full_range_join	0
Select_range	864710
Select_range_check	0
Select_scan	8286
Slave_open_temp_tables	0
Slow_launch_threads	0
Slow_queries	0
Sort_merge_passes	0
Sort_range	0
Sort_rows	0
Sort_scan	0
Ssl_accept_renegotiates	0
Ssl_accepts	1
Ssl_callback_cache_hits	0
Ssl_cipher	
Ssl_cipher_list	
Ssl_client_connects	0
Ssl_connect_renegotiates	0
Ssl_ctx_verify_depth	18446744073709551615
Ssl_ctx_verify_mode	5
Ssl_default_timeout	0
Ssl_finished_accepts	1
Ssl_finished_connects	0
Ssl_server_not_after	Apr 18 17:45:52 2036 GMT
Ssl_server_not_before	Apr 21 17:45:52 2026 GMT
Ssl_session_cache_hits	0
Ssl_session_cache_misses	0
Ssl_session_cache_mode	SERVER
Ssl_session_cache_overflows	0
Ssl_session_cache_size	128
Ssl_session_cache_timeout	300
Ssl_session_cache_timeouts	0
Ssl_sessions_reused	0
Ssl_used_session_cache_entries	0
Ssl_verify_depth	0
Ssl_verify_mode	0
Ssl_version	
Table_locks_immediate	8076
Table_locks_waited	0
Table_open_cache_hits	526738298
Table_open_cache_misses	2075
Table_open_cache_overflows	0
Table_open_cache_triggers_hits	1
Table_open_cache_triggers_misses	5
Table_open_cache_triggers_overflows	0
Tc_log_max_pages_used	0
Tc_log_page_size	0
Tc_log_page_waits	0
Telemetry_logs_supported	ON
Telemetry_metrics_supported	ON
Telemetry_traces_supported	ON
TempTable_count_hit_max_ram	0
Threads_cached	82
Threads_connected	1
Threads_created	83
Threads_running	2
Tls_library_version	OpenSSL 3.0.13 30 Jan 2024
Uptime	4219
Uptime_since_flush_status	4219
option_tracker_usage:Binary Log	0
option_tracker_usage:Hypergraph Optimizer	0
option_tracker_usage:JSON Duality View	0
option_tracker_usage:Replication Replica	0
option_tracker_usage:Traditional Optimizer	531572951
