second,tpm
0,0
1,2040
2,15360
3,33120
4,49380
5,72900
6,93180
7,124080
8,140100
9,158100
10,184500
11,209040
12,230580
13,255000
14,289380
15,324900
16,335760
17,371400
18,381900
19,323400
20,292740
21,286560
22,293640
23,290040
24,282840
25,263700
26,256500
27,257880
28,247680
29,245760
30,249360
31,260580
32,282720
33,264420
34,244860
35,250140
36,253740
37,248460
38,248760
39,243240
40,260820
41,234120
42,222600
43,234240
44,249840
45,246600
46,235860
47,236160
48,238080
49,224400
50,232080
51,240420
52,207780
53,241620
54,231060
55,241860
56,296040
57,269940
58,235680
59,237360
60,233340
61,228660
62,265020
63,269400
64,290100
65,292920
66,306780
67,295740
68,281520
69,283800
70,269700
71,278580
72,295680
73,269880
74,292920
75,295800
76,289980
77,266160
78,291900
79,285960
80,277140
81,274440
82,291120
83,273900
84,280980
85,254520
86,238080
87,240060
88,238860
89,211920
90,214020
91,227760
92,234180
93,231360
94,220440
95,230700
96,233700
97,227580
98,223080
99,229800
100,223800
101,253920
102,260400
103,282900
104,289920
105,293820
106,293040
107,281760
108,282540
109,256020
110,235740
111,251640
112,267840
113,269520
114,282840
115,280560
116,274500
117,272940
118,275520
119,286500
120,287880
121,274080
122,287880
123,282420
124,283440
125,281280
126,237480
127,228480
128,257340
129,228420
130,240540
131,229500
132,243300
133,210840
134,240480
135,247200
136,284340
137,284100
138,283800
139,286620
140,296160
141,269640
142,273720
143,254940
144,279420
145,257940
146,251220
147,283380
148,278520
149,298500
150,290040
151,289440
152,286140
153,289740
154,267480
155,279780
156,280440
157,278520
158,284460
159,288900
160,300900
161,290220
162,297120
163,303180
164,293220
165,296520
166,304140
167,297600
168,277800
169,275100
170,258240
171,227880
172,227280
173,262380
174,263820
175,287160
176,287880
177,277980
178,290760
179,287520
180,295140
181,277380
182,280860
183,272400
184,291660
185,291240
186,308400
187,292680
188,309360
189,289440
190,298140
191,300780
192,293100
193,266580
194,238140
195,256020
196,259140
197,268560
198,252780
199,243180
200,277260
201,282300
202,294720
203,271680
204,278220
205,266160
206,286980
207,291000
208,324000
209,317940
210,314700
211,339840
212,331440
213,345480
214,329520
215,333300
216,332100
217,336600
218,330300
219,330000
220,329520
221,320340
222,322260
223,318120
224,322920
225,340380
226,306960
227,318780
228,308580
229,334380
230,330780
231,323340
232,322620
233,326700
234,334440
235,328440
236,325560
237,316260
238,318900
239,317700
240,326340
241,319440
242,308760
243,323580
244,320400
245,325920
246,312900
247,317580
248,311460
249,323520
250,315000
251,335460
252,331620
253,327360
254,320520
255,319980
256,335100
257,290820
258,298140
259,307740
260,309540
261,299580
262,285120
263,295260
264,300000
265,295320
266,280260
267,291960
268,295440
269,276960
270,289260
271,280680
272,274440
273,281100
274,272580
275,271440
276,257760
277,239940
278,262380
279,275460
280,274140
281,266520
282,292560
283,307020
284,318600
285,307380
286,288240
287,276180
288,315900
289,320340
