elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010041,41,2460.0
3,30010241,200,12000.0
4,30010588,347,20820.0
5,30011056,468,28080.0
6,30011702,646,38760.0
7,30012487,785,47100.0
8,30013421,934,56040.0
9,30014449,1028,61680.0
10,30015651,1202,72120.0
11,30016929,1278,76680.0
12,30018326,1397,83820.0
13,30019876,1550,93000.0
14,30021538,1662,99720.0
15,30023274,1736,104160.0
16,30025146,1872,112320.0
17,30027110,1964,117840.0
18,30029192,2082,124920.0
19,30031336,2144,128640.0
20,30033624,2288,137280.0
21,30036008,2384,143040.0
22,30038515,2507,150420.0
23,30041062,2547,152820.0
24,30043699,2637,158220.0
25,30046452,2753,165180.0
26,30049368,2916,174960.0
27,30052304,2936,176160.0
28,30055285,2981,178860.0
29,30058360,3075,184500.0
30,30061485,3125,187500.0
32,30064711,3226,96780.0
33,30067971,3260,195600.0
34,30071302,3331,199860.0
35,30074662,3360,201600.0
36,30078141,3479,208740.0
37,30081660,3519,211140.0
38,30085190,3530,211800.0
39,30088685,3495,209700.0
40,30092309,3624,217440.0
41,30096000,3691,221460.0
42,30099613,3613,216780.0
43,30103249,3636,218160.0
44,30106962,3713,222780.0
45,30110686,3724,223440.0
46,30114464,3778,226680.0
47,30118192,3728,223680.0
48,30121981,3789,227340.0
49,30125789,3808,228480.0
50,30129624,3835,230100.0
51,30133505,3881,232860.0
52,30137548,4043,242580.0
53,30141575,4027,241620.0
54,30145630,4055,243300.0
55,30149612,3982,238920.0
56,30153655,4043,242580.0
57,30157753,4098,245880.0
58,30161807,4054,243240.0
59,30165813,4006,240360.0
60,30169844,4031,241860.0
62,30173819,3975,119250.0
63,30177733,3914,234840.0
64,30181678,3945,236700.0
65,30185534,3856,231360.0
66,30189466,3932,235920.0
67,30193393,3927,235620.0
68,30197292,3899,233940.0
69,30201265,3973,238380.0
70,30205239,3974,238440.0
71,30209075,3836,230160.0
72,30212893,3818,229080.0
73,30216709,3816,228960.0
74,30220534,3825,229500.0
75,30224334,3800,228000.0
76,30228140,3806,228360.0
77,30231939,3799,227940.0
78,30235731,3792,227520.0
79,30239488,3757,225420.0
80,30243319,3831,229860.0
81,30247095,3776,226560.0
82,30250864,3769,226140.0
83,30254672,3808,228480.0
84,30258437,3765,225900.0
85,30262341,3904,234240.0
86,30266178,3837,230220.0
87,30269988,3810,228600.0
89,30273817,3829,114870.0
90,30277648,3831,229860.0
91,30281511,3863,231780.0
92,30285359,3848,230880.0
93,30289172,3813,228780.0
94,30292957,3785,227100.0
95,30296782,3825,229500.0
96,30300633,3851,231060.0
97,30304458,3825,229500.0
98,30308289,3831,229860.0
99,30312142,3853,231180.0
100,30316030,3888,233280.0
101,30319941,3911,234660.0
102,30323836,3895,233700.0
103,30327707,3871,232260.0
104,30331571,3864,231840.0
105,30335419,3848,230880.0
106,30339250,3831,229860.0
107,30343041,3791,227460.0
108,30346821,3780,226800.0
109,30350639,3818,229080.0
110,30354452,3813,228780.0
111,30358350,3898,233880.0
112,30362199,3849,230940.0
113,30366010,3811,228660.0
114,30369869,3859,231540.0
116,30373703,3834,115020.0
117,30377563,3860,231600.0
118,30381355,3792,227520.0
119,30385204,3849,230940.0
120,30389065,3861,231660.0
121,30392896,3831,229860.0
122,30396708,3812,228720.0
123,30400580,3872,232320.0
124,30404420,3840,230400.0
125,30408248,3828,229680.0
126,30412094,3846,230760.0
127,30415888,3794,227640.0
128,30419814,3926,235560.0
129,30423629,3815,228900.0
130,30427507,3878,232680.0
131,30431397,3890,233400.0
132,30435215,3818,229080.0
133,30439053,3838,230280.0
134,30442853,3800,228000.0
135,30446646,3793,227580.0
136,30450440,3794,227640.0
137,30454281,3841,230460.0
138,30458110,3829,229740.0
139,30461958,3848,230880.0
140,30465783,3825,229500.0
142,30469621,3838,115140.0
143,30473495,3874,232440.0
144,30477296,3801,228060.0
145,30481046,3750,225000.0
146,30484919,3873,232380.0
147,30488744,3825,229500.0
148,30492506,3762,225720.0
149,30496306,3800,228000.0
150,30500130,3824,229440.0
151,30503997,3867,232020.0
152,30507787,3790,227400.0
153,30511593,3806,228360.0
154,30515411,3818,229080.0
155,30519248,3837,230220.0
156,30523004,3756,225360.0
157,30526739,3735,224100.0
158,30530563,3824,229440.0
159,30534350,3787,227220.0
160,30538167,3817,229020.0
