second,tpm
0,0
1,2220
2,18120
3,35460
4,54420
5,77880
6,106980
7,129780
8,156540
9,170100
10,195480
11,223140
12,251280
13,279300
14,302880
15,351240
16,381900
17,408240
18,421500
19,449340
20,478380
21,510540
22,498300
23,528240
24,526680
25,569760
26,569880
27,587040
28,607620
29,636180
30,659280
31,673680
32,708660
33,722820
34,737520
35,750300
36,762180
37,792900
38,776100
39,817800
40,828720
41,859800
42,868560
43,863940
44,870480
45,900300
46,893640
47,869640
48,880500
49,876900
50,886740
51,916080
52,950700
53,965520
54,967680
55,967920
56,969240
57,949020
58,938760
59,911520
60,922140
61,939060
62,956820
63,954960
64,946380
65,966480
66,941940
67,957720
68,955140
69,949740
70,940860
71,938400
72,945960
73,931140
74,916920
75,936600
76,934560
77,954660
78,932340
79,935460
80,923460
81,926160
82,926940
83,929880
84,904440
85,921360
86,924840
87,909960
88,896700
89,883320
90,907200
91,919140
92,927000
93,914340
94,941940
95,935400
96,947940
97,939360
98,934800
99,947700
100,945180
101,931440
102,923460
103,908700
104,904980
105,903840
106,903660
107,941160
108,951960
109,942540
110,952860
111,959640
112,964140
113,953040
114,958260
115,951180
116,973320
117,965820
118,932940
119,932580
120,949080
121,945780
122,951540
123,962940
124,954060
125,964200
126,944640
127,944640
128,955440
129,936960
130,958020
131,966180
132,962820
133,954780
134,951360
135,930300
136,954480
137,951600
138,968640
139,958200
140,955560
141,965040
142,960120
143,962580
144,963780
145,968820
146,951300
147,946020
148,962400
149,963000
150,973740
151,974820
152,975540
153,977460
154,969480
155,971280
156,976740
157,966780
158,968040
159,968640
160,966960
161,951480
162,973260
163,970500
164,963840
165,967500
166,970980
167,979920
168,978540
169,985980
170,972540
171,973560
172,986820
173,986460
174,955920
175,966240
176,964500
177,977520
178,956640
179,959340
180,968940
181,966360
182,974580
183,971280
184,976500
185,967980
186,988680
187,967620
188,976440
189,982980
190,973980
191,960300
192,977280
193,985140
194,973920
195,976320
196,977280
197,982860
198,980100
199,992400
200,985740
201,993900
202,983340
203,996420
204,979200
205,994560
206,993780
207,981360
208,992280
209,988020
210,1000980
211,1003980
212,995460
213,988020
214,998820
215,1002300
216,1000380
217,991680
218,991800
219,1003200
220,994140
221,1004160
222,999900
223,999720
224,997920
225,992880
226,991800
227,1006620
228,1002060
229,993960
230,1006200
231,1000380
232,1003020
233,985140
234,1010880
235,1011720
236,1006500
237,1007640
238,1006140
239,1010040
240,1005840
241,1000260
242,1006920
243,997260
244,1005300
245,1010220
246,1008600
247,998160
248,999480
249,1005480
250,979260
251,978120
252,968820
253,973380
254,986100
255,1003260
256,1010760
257,1023420
258,1015260
259,995100
260,1012200
261,1011900
262,997500
263,1006200
264,1005240
265,1007340
266,997320
267,994080
268,1015080
269,1008480
270,1006020
271,992700
272,1005540
273,1002720
274,1008240
275,992820
276,995700
277,1007640
278,991620
279,1003980
280,998580
281,999660
282,1000080
283,997800
284,1006800
285,1001220
286,987000
287,990660
288,1003680
289,1006080
290,1003020
291,994500
292,1010940
293,991920
294,990840
295,1002420
296,992700
297,989520
298,988980
299,1001400
300,997740
301,993240
302,987900
303,991320
304,1005120
305,994680
306,995880
307,1007460
308,996720
309,1001760
310,1006980
311,999060
312,1002540
313,1008420
314,1001580
315,1009380
316,1012980
317,998640
318,999060
319,996360
320,995100
321,1000080
322,1001940
323,997980
324,1006020
325,996360
326,996960
327,1003680
328,995460
329,980400
330,997860
331,1005300
332,991740
333,1003080
334,1000500
335,1002180
336,1013700
337,1005480
338,1006740
339,1002120
340,1001160
341,987240
342,992160
343,990600
344,998820
345,998400
346,997800
347,1000140
348,1007520
349,1000620
350,1004820
351,1002780
352,1006020
353,1017660
354,982260
355,992400
356,1005720
357,1003260
358,1004580
359,998400
360,996180
361,1000740
362,987360
363,996360
364,1003680
365,1013640
366,987120
367,981300
368,999060
369,995460
370,1002960
371,993540
372,994980
373,1009500
374,996840
375,1009320
376,998760
377,997080
378,996480
379,998340
380,1001040
381,1006080
382,999780
383,999480
384,999600
385,994620
386,999180
387,992820
388,1002120
389,994080
390,983580
391,989220
392,1009020
393,1003140
394,994200
395,1007580
396,1003860
397,996480
398,984720
399,1001700
400,993900
401,993180
402,1013820
403,1003140
404,984540
405,984420
406,1007640
407,999720
408,1003800
409,985920
410,996840
411,993660
412,995700
413,994500
414,1000320
415,1009680
416,1005420
417,998460
418,979200
419,989040
420,1000020
421,994860
422,1002960
423,1001100
424,1000740
425,1005540
426,1010460
427,982800
428,997860
429,1009920
430,1006980
431,1004280
432,1019220
433,1009800
434,1007220
435,1010040
436,1005480
437,1020000
438,1001400
439,985260
440,1011240
441,1012500
442,1003140
443,1005900
444,999420
445,999240
446,1020540
447,1012260
448,1014780
449,1009620
450,1017300
451,1015320
452,1014840
453,975480
454,989880
455,1008300
456,1019640
457,1017840
458,1006560
459,1019460
460,1026480
461,1017240
462,1001280
463,1015500
464,1011240
465,1021080
466,1020660
467,1011060
468,1009140
469,1007460
470,1011300
471,1020000
472,1018560
473,1030080
474,1021140
475,1007100
476,1024980
477,1019040
478,1031280
479,1016040
480,1023300
481,1004040
482,1009140
483,1011300
484,1019100
485,1026120
486,1023480
487,1020360
488,1018740
489,1017060
490,1000500
491,1015260
492,1014060
493,1013940
494,1023960
495,1009020
496,1017480
497,1001700
498,1015800
499,1023120
500,1018680
501,1022220
502,1015260
503,1017060
504,1031220
505,1008660
506,1019460
507,1007700
508,1019040
509,960480
510,1012980
511,1005660
512,998640
513,1020120
514,1008600
515,1028100
516,1019820
517,1012380
518,1023360
519,1018380
520,1024860
521,1019460
522,1024680
523,1018800
524,1011420
525,1025760
526,1003620
527,1012140
528,1007880
529,1008420
530,1021320
531,1002600
532,1019280
533,1021680
534,1013520
535,1020420
536,1005900
537,1020300
538,973620
539,984600
540,963360
541,931800
542,972000
543,971400
544,999240
545,1017480
546,994260
547,981600
548,937620
549,1014180
550,985980
551,1016160
552,995580
553,977880
554,977400
555,977400
556,913620
557,1004160
558,930840
559,990720
560,956340
561,955500
562,951840
563,954660
564,976440
565,977160
566,942120
567,966900
568,927240
569,925320
570,907740
571,949020
572,966300
573,949500
574,987120
575,925680
576,946380
577,961980
578,971100
579,978300
580,977760
581,967140
582,946320
583,947520
584,920040
585,961320
586,1012140
587,1053240
588,1052940
589,1023600
590,994980
591,977220
592,979680
593,1001400
594,1006440
595,1011300
596,993660
597,1024980
598,974880
599,999480
600,925920
601,966780
602,1032840
603,1011000
604,1015980
605,1022460
606,1041000
607,1031400
608,1039860
609,1040280
610,1056780
611,1038240
612,1022280
613,1047660
614,975840
615,1010220
616,895620
617,968100
618,918360
619,959460
620,1057080
621,1042560
622,1048080
623,1055760
624,1058220
625,1064340
626,1041480
627,1049280
628,1058760
629,1051500
630,1049520
631,1057980
632,1055820
