elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010050,50,3000.0
3,30010246,196,11760.0
4,30010609,363,21780.0
5,30011097,488,29280.0
6,30011729,632,37920.0
7,30012531,802,48120.0
8,30013459,928,55680.0
9,30014538,1079,64740.0
10,30015765,1227,73620.0
11,30017129,1364,81840.0
12,30018564,1435,86100.0
13,30020154,1590,95400.0
14,30021831,1677,100620.0
15,30023653,1822,109320.0
16,30025575,1922,115320.0
17,30027538,1963,117780.0
18,30029641,2103,126180.0
19,30031767,2126,127560.0
20,30033975,2208,132480.0
21,30036269,2294,137640.0
22,30038606,2337,140220.0
23,30040983,2377,142620.0
24,30043467,2484,149040.0
25,30045987,2520,151200.0
26,30048677,2690,161400.0
27,30051352,2675,160500.0
28,30054032,2680,160800.0
29,30056737,2705,162300.0
30,30059468,2731,163860.0
31,30062175,2707,162420.0
32,30064926,2751,165060.0
33,30067697,2771,166260.0
34,30070414,2717,163020.0
36,30073117,2703,81090.0
37,30075920,2803,168180.0
38,30078668,2748,164880.0
39,30081399,2731,163860.0
40,30084067,2668,160080.0
41,30086785,2718,163080.0
42,30089452,2667,160020.0
43,30092101,2649,158940.0
44,30094851,2750,165000.0
45,30097541,2690,161400.0
46,30100195,2654,159240.0
47,30102798,2603,156180.0
48,30105441,2643,158580.0
49,30108089,2648,158880.0
50,30110696,2607,156420.0
51,30113402,2706,162360.0
52,30116150,2748,164880.0
53,30118930,2780,166800.0
54,30121727,2797,167820.0
55,30124447,2720,163200.0
56,30127175,2728,163680.0
57,30129952,2777,166620.0
58,30132623,2671,160260.0
59,30135371,2748,164880.0
60,30138086,2715,162900.0
61,30140807,2721,163260.0
62,30143527,2720,163200.0
63,30146254,2727,163620.0
64,30148958,2704,162240.0
65,30151637,2679,160740.0
66,30154279,2642,158520.0
68,30156935,2656,79680.0
69,30159638,2703,162180.0
70,30162250,2612,156720.0
71,30164967,2717,163020.0
72,30167621,2654,159240.0
73,30170269,2648,158880.0
74,30172877,2608,156480.0
75,30175524,2647,158820.0
76,30178119,2595,155700.0
77,30180692,2573,154380.0
78,30183318,2626,157560.0
79,30185941,2623,157380.0
80,30188579,2638,158280.0
81,30191214,2635,158100.0
82,30193743,2529,151740.0
83,30196327,2584,155040.0
84,30198916,2589,155340.0
85,30201459,2543,152580.0
86,30204065,2606,156360.0
87,30206660,2595,155700.0
88,30209227,2567,154020.0
89,30211770,2543,152580.0
90,30214360,2590,155400.0
91,30216895,2535,152100.0
92,30219435,2540,152400.0
93,30221983,2548,152880.0
94,30224463,2480,148800.0
95,30226976,2513,150780.0
96,30229390,2414,144840.0
98,30231662,2272,68160.0
99,30234113,2451,147060.0
100,30236557,2444,146640.0
101,30238995,2438,146280.0
102,30241355,2360,141600.0
103,30243753,2398,143880.0
104,30246181,2428,145680.0
105,30248628,2447,146820.0
106,30251020,2392,143520.0
107,30253434,2414,144840.0
108,30255895,2461,147660.0
109,30258396,2501,150060.0
110,30260857,2461,147660.0
111,30263312,2455,147300.0
112,30265962,2650,159000.0
113,30268474,2512,150720.0
114,30271087,2613,156780.0
115,30273695,2608,156480.0
116,30276215,2520,151200.0
117,30278850,2635,158100.0
119,30281441,2591,77730.0
120,30284041,2600,156000.0
121,30286632,2591,155460.0
122,30289228,2596,155760.0
123,30291760,2532,151920.0
124,30294307,2547,152820.0
125,30296856,2549,152940.0
126,30299420,2564,153840.0
127,30301998,2578,154680.0
128,30304546,2548,152880.0
129,30307063,2517,151020.0
130,30309654,2591,155460.0
131,30312254,2600,156000.0
132,30314853,2599,155940.0
133,30317405,2552,153120.0
134,30319969,2564,153840.0
135,30322476,2507,150420.0
136,30325017,2541,152460.0
137,30327584,2567,154020.0
138,30330063,2479,148740.0
140,30332577,2514,75420.0
141,30335107,2530,151800.0
142,30337625,2518,151080.0
143,30340087,2462,147720.0
144,30342641,2554,153240.0
145,30345189,2548,152880.0
146,30347657,2468,148080.0
147,30350106,2449,146940.0
148,30352626,2520,151200.0
149,30355102,2476,148560.0
150,30357688,2586,155160.0
151,30360139,2451,147060.0
152,30362673,2534,152040.0
153,30365117,2444,146640.0
154,30367596,2479,148740.0
155,30370083,2487,149220.0
156,30372509,2426,145560.0
157,30374929,2420,145200.0
158,30377374,2445,146700.0
160,30379832,2458,73740.0
161,30382296,2464,147840.0
