second,tpm
0,0
1,2940
2,18360
3,36180
4,55560
5,76260
6,102300
7,124860
8,152220
9,173820
10,200580
11,220620
12,252420
13,289500
14,315060
15,349620
16,371400
17,399600
18,424020
19,449160
20,464580
21,490020
22,502260
23,511680
24,537120
25,556920
26,567480
27,579240
28,587580
29,609300
30,645480
31,657600
32,666660
33,689760
34,712140
35,721740
36,742140
37,755580
38,775740
39,783600
40,793080
41,801720
42,813540
43,825240
44,811020
45,828060
46,833220
47,828900
48,866040
49,899220
50,898500
51,891120
52,883920
53,851160
54,838320
55,846480
56,845880
57,842220
58,786420
59,823860
60,787560
61,770760
62,800160
63,780180
64,795240
65,798300
66,793080
67,794880
68,812400
69,771180
70,818220
71,816660
72,793740
73,838500
74,835320
75,834000
76,803880
77,797700
78,786780
79,768600
80,828780
81,831420
82,821100
83,658020
84,693900
85,670860
86,596940
87,586380
88,539400
89,568860
90,588000
91,621660
92,598200
93,658680
94,676020
95,705180
96,668100
97,624720
98,592740
99,734520
100,757680
101,668460
102,658680
103,683460
104,691260
105,775080
106,657240
107,725820
108,665400
109,797820
110,771300
111,785280
112,661500
113,674280
114,692400
115,687240
116,757620
117,761580
118,760440
119,718080
120,724740
121,741600
122,750240
123,741240
124,724320
125,737520
126,741480
127,758340
128,748380
129,734940
130,722580
131,674340
132,699300
133,677040
134,655680
135,667320
136,687240
137,720360
138,775980
139,762900
140,697980
141,737100
142,688380
143,642000
144,626820
145,627540
146,596520
147,655080
148,761100
149,704340
150,709920
151,742320
152,815340
153,717600
154,709260
155,708840
156,749100
157,775980
158,764340
159,706020
160,716580
161,731760
162,761460
163,758880
164,776760
165,789720
166,829560
167,873600
168,857640
169,822240
170,841140
171,846180
172,835020
173,835680
174,808500
175,841860
176,773220
177,745320
178,736320
179,740280
180,697560
181,680520
182,713820
183,713760
184,723960
185,728280
186,712860
187,708360
188,735300
189,725520
190,742800
191,746700
192,718500
193,748020
194,701940
195,724860
196,717360
197,678060
198,675780
199,693900
200,716520
201,722220
202,691800
203,702000
204,742740
205,791100
206,768360
207,767100
208,753360
209,743580
210,735240
211,688260
212,675900
213,667800
214,838800
215,837420
216,880380
217,877320
218,900420
219,891360
220,911460
221,876960
222,880260
223,869220
224,880860
225,877020
226,853080
227,886380
228,901560
229,884820
230,863160
231,816240
232,834900
233,787080
234,749460
235,688320
236,782640
237,731520
238,834240
239,810660
240,835020
241,846900
242,811860
243,780480
244,811140
245,748380
246,697380
247,716760
248,698400
249,790380
250,815820
251,822660
252,799080
253,751200
254,789540
255,750480
256,779100
257,739740
258,725100
259,734400
260,761220
261,773520
262,761100
263,760800
264,706680
265,692880
266,633480
267,692820
268,670080
269,659340
270,597300
271,675300
272,694860
273,729360
274,722460
275,697320
276,753540
277,729000
278,708420
279,699540
280,715080
281,629280
282,662820
283,712020
284,728100
285,739860
286,728940
287,769860
288,785460
289,786420
290,724680
291,700920
292,649080
293,687240
294,699660
295,725760
296,745620
297,689760
298,705540
299,743280
300,766980
301,747240
302,724980
303,787200
304,719580
305,710760
306,761940
307,830040
308,864600
309,885060
310,869580
311,875460
312,900180
313,896760
314,911280
315,873900
316,823620
317,857280
318,875400
319,876600
320,869040
321,856020
322,800460
323,800580
324,823740
325,770640
326,800520
327,755220
328,770940
329,791460
330,780480
331,788700
332,748260
333,679020
334,699480
335,685260
336,679140
337,753900
338,766440
339,776280
340,799680
341,852780
342,858420
343,877020
344,882660
345,869220
346,861480
347,842880
348,864360
349,850680
350,868920
351,877200
352,876480
353,872940
354,868740
355,880560
356,877560
357,855480
358,814860
359,803340
360,807720
361,742800
362,828060
363,788760
364,783900
365,775500
366,735180
367,749640
368,743580
369,737100
370,690660
371,703500
372,709500
373,733740
374,737160
375,679320
376,722880
377,703200
378,718620
379,736260
380,744060
381,807840
382,824280
383,826500
384,858120
385,839280
386,846300
387,847680
388,869040
389,867480
390,877620
391,888300
392,885660
393,880560
394,881520
395,882300
396,879120
397,884040
398,873000
399,892920
400,872760
401,865260
402,863580
403,834540
404,822540
405,860880
406,831660
407,804480
408,786660
409,798840
410,778920
411,797880
412,780060
413,729780
414,686340
415,674520
416,693000
417,717000
418,729660
419,690780
420,664740
421,662820
422,761040
423,800640
424,794100
425,740940
426,803340
427,801600
428,839520
429,829680
430,875100
431,891180
432,869160
433,852000
434,862560
435,824340
436,838260
437,826200
438,869280
439,864960
440,871320
441,815460
442,820440
443,784140
444,815280
445,784200
446,763320
447,788700
448,760200
449,705660
450,740160
451,704580
452,734160
453,743460
454,704520
455,683640
456,713820
457,721860
458,762720
459,833520
460,863160
461,816900
462,863940
463,899340
464,888120
465,898620
466,904860
467,908820
468,909480
469,909000
470,879300
471,893580
472,900060
473,892860
474,883020
475,891540
476,888660
477,898200
478,908100
479,887460
480,860820
481,871680
482,892260
483,888540
484,893100
485,897540
486,889080
487,908820
488,898140
489,862980
490,828480
491,834360
492,837360
493,835920
494,797940
495,811440
496,769440
497,774960
498,799620
499,738840
500,775620
501,771420
502,791220
503,782160
504,752520
505,716940
506,681360
507,758220
508,701100
509,754920
510,738060
511,785940
512,816240
513,837840
514,854940
515,878460
516,888600
517,910860
518,875400
519,882720
520,892560
521,892980
522,860400
523,856560
524,860580
525,845460
526,858720
527,846780
528,741720
529,820200
530,818640
531,814500
532,808560
533,797880
534,764100
535,765300
536,764460
537,776580
538,745860
539,739080
540,742200
541,706200
542,734820
543,706740
544,726120
545,750180
546,728100
547,707700
548,662400
549,688800
550,688260
551,689400
552,714720
553,726960
554,745380
555,715980
556,799920
557,819900
558,855060
559,866580
560,839100
561,846120
562,751020
563,791760
564,850080
565,873120
566,892800
567,886620
568,880140
569,888360
570,895020
571,889140
572,893580
573,886260
574,898980
575,898920
576,895860
577,902160
578,897900
579,898320
580,891060
581,886560
582,886260
583,886140
584,876120
585,855840
586,861480
587,827460
588,852420
589,773040
590,772500
591,777180
592,775320
593,751080
594,719220
595,735720
596,741120
597,722280
598,739920
599,675540
600,703080
601,631500
602,721560
603,705120
604,763740
605,753900
606,786720
607,714180
608,716700
609,741480
610,776340
611,790200
612,766200
613,798240
614,780360
615,730320
616,768120
617,799620
618,702180
619,721320
620,756540
621,779940
622,820080
623,872700
624,864660
625,885840
626,868020
627,885240
628,888300
629,884280
630,885600
631,887220
632,898680
633,872580
634,883020
635,859740
636,865080
637,852660
638,874380
639,876900
640,885120
641,883680
642,892500
643,895680
644,893640
645,886560
646,897960
647,871080
648,871860
649,837360
650,855420
651,847860
652,788820
653,808560
654,784500
655,734880
656,764400
657,765900
658,793560
659,732300
660,753480
661,767280
662,773100
663,765960
664,738720
665,758760
666,734940
667,720060
668,692700
669,714720
670,729780
671,756060
672,743340
673,767760
674,686460
675,683160
676,729180
677,697020
678,725340
679,750960
680,826620
681,857820
682,858180
683,872400
684,883860
685,897660
686,912360
687,897780
688,907980
689,874800
690,897480
691,909840
692,907080
693,886740
694,890880
695,906360
696,897300
697,899700
698,903120
699,878880
700,889860
701,876180
702,920700
703,890460
704,829740
705,896220
706,919140
707,899400
708,886080
709,895740
710,924360
711,912960
712,927240
713,926220
714,928740
715,932160
716,928140
717,941700
718,932100
719,938340
720,927420
721,917820
722,923520
723,923940
724,830040
725,890700
726,895560
727,883140
728,858840
729,861300
730,891540
731,774840
732,857520
733,879660
734,897240
735,889440
736,914100
737,926580
738,916560
739,893280
740,864720
741,865200
742,836760
743,862020
744,845220
745,835500
746,816480
747,830040
748,823020
749,819840
750,848460
751,840420
752,807780
753,754260
754,767400
755,779400
756,766680
757,773940
758,736200
759,762840
760,811980
761,866760
762,837720
763,798180
764,817680
765,805740
766,820080
767,821280
768,793920
769,802860
770,809640
771,825540
772,852360
773,810000
774,770160
775,824280
776,883740
777,914760
778,921720
779,931080
780,932640
781,920160
782,923520
783,930840
784,929100
785,930060
786,933540
787,937620
788,934800
789,925500
790,914700
791,898020
792,886020
793,897240
794,913680
795,917520
796,930960
797,918840
798,930720
799,933180
800,934260
801,922260
802,925020
803,934680
804,941460
805,934800
806,935460
807,933120
808,917280
809,939180
810,930180
811,944100
812,934440
813,929400
814,936900
815,942660
816,929580
817,927420
818,918660
819,924660
820,935460
821,938820
822,931260
823,920700
824,935100
825,924480
826,921780
827,919200
828,932520
829,924840
830,934500
831,943620
832,931200
833,910260
834,910380
835,926580
836,931020
837,937380
838,930300
839,925860
840,928200
841,922620
842,928860
843,920400
844,929820
845,921660
846,924660
847,910860
848,885780
849,871860
850,863400
851,850680
852,826980
853,781740
854,796020
855,780300
856,798780
857,801840
858,792240
859,790140
860,756420
861,798120
862,813480
863,723960
864,756780
865,735600
866,868200
867,841920
868,817740
869,816600
870,879000
871,912600
872,869580
873,907260
874,911400
875,922200
876,910920
877,928380
878,913620
879,909000
880,913500
881,918960
882,895140
883,902400
884,881400
885,809400
886,825300
887,804240
888,803640
889,802980
890,779280
891,822300
892,840840
893,850860
894,802500
895,860040
896,836100
897,837300
898,854820
899,891720
900,864300
901,914220
902,916140
903,922380
904,914820
905,917940
906,924600
907,936420
908,934740
909,911280
910,931440
911,914640
912,929700
913,928440
914,936840
915,931500
916,926040
917,930180
918,929280
919,935460
920,930960
921,918600
922,919500
923,931800
924,926220
925,923820
926,916620
927,911340
928,924660
929,923400
930,931560
931,925260
932,885180
933,915840
934,910080
935,926160
936,936900
937,926760
938,930720
939,915600
940,935940
941,936000
942,917880
943,935040
944,934200
945,918000
946,934080
947,935220
948,932460
949,935940
950,936180
951,936900
952,912960
953,931620
954,923460
955,892140
956,916080
957,914220
958,902940
959,899520
960,875400
961,861000
962,849360
963,806220
964,811620
965,810720
966,759780
967,748500
968,788280
969,791220
970,787920
971,782820
972,732660
973,781020
974,742200
975,824880
976,851760
977,926340
978,855540
979,909000
980,916800
981,933000
982,910980
983,899160
984,920400
985,922260
986,853200
987,877320
988,865740
989,896280
990,886080
991,867240
992,870960
993,869760
994,840840
995,861240
996,785520
997,786480
998,768720
999,781860
1000,813420
1001,820920
1002,744060
1003,768000
1004,798540
1005,858720
1006,903300
1007,884580
1008,897420
1009,927420
1010,926580
1011,914700
1012,940680
1013,916200
1014,918420
1015,923280
1016,939000
1017,923700
1018,918120
1019,907740
1020,932280
1021,931260
1022,927960
1023,923580
1024,933900
1025,928980
1026,927600
1027,947220
1028,931080
1029,926160
1030,922200
1031,929580
1032,930180
1033,942240
1034,937020
1035,925080
1036,912180
1037,932280
1038,926940
1039,920280
1040,934440
1041,930300
1042,917640
1043,930780
1044,937620
1045,932520
1046,934800
1047,917400
1048,915600
1049,925320
1050,846540
1051,888420
1052,912060
1053,915060
1054,910140
1055,903420
1056,911460
1057,917520
1058,921720
1059,908280
1060,893280
1061,886320
1062,890520
1063,872700
1064,846840
1065,881760
1066,901260
1067,848160
1068,823680
1069,858420
1070,859920
1071,814680
1072,826320
1073,860880
1074,761340
1075,783300
1076,786240
1077,799500
1078,781860
1079,771780
1080,766860
1081,760200
1082,744060
1083,730860
1084,784680
1085,811920
1086,855240
1087,896700
1088,899880
1089,888600
1090,911580
1091,917520
1092,893280
1093,907560
1094,882780
1095,874800
1096,914340
1097,910320
1098,852660
1099,858180
1100,872160
1101,817920
1102,815640
1103,798420
1104,748260
1105,788940
1106,814320
1107,760500
1108,815460
1109,756960
1110,792420
1111,801480
1112,793740
1113,799200
1114,767220
1115,776640
1116,864120
1117,827160
1118,893280
1119,880500
1120,910440
1121,907140
1122,924540
1123,937380
1124,925020
1125,910380
1126,933840
1127,920880
1128,929880
1129,926280
1130,936540
1131,932520
1132,934020
1133,925200
1134,932700
1135,931200
1136,928980
1137,934080
1138,922560
1139,919020
1140,931320
1141,932400
1142,935220
1143,939720
1144,920940
1145,930960
1146,935760
1147,926580
1148,935160
1149,935520
1150,913020
1151,940260
1152,927660
1153,910500
1154,886200
1155,924660
1156,909840
1157,927660
1158,902460
1159,864000
1160,806760
1161,868620
1162,835260
1163,864240
1164,863760
1165,834780
1166,839340
1167,801000
1168,830160
1169,831900
1170,828120
1171,828180
1172,849000
1173,833340
1174,833460
1175,797760
1176,787200
1177,741720
1178,775800
1179,811560
1180,873180
1181,894960
1182,874680
1183,863940
1184,914760
1185,920640
1186,929580
1187,917520
1188,917520
1189,933000
1190,938040
1191,942000
1192,935280
1193,900060
1194,944040
1195,932820
1196,934620
1197,914580
1198,920100
1199,929280
1200,916680
1201,917880
1202,891600
1203,852480
1204,874200
1205,857820
1206,786300
1207,804480
1208,805440
1209,814680
1210,805980
1211,806340
1212,811020
1213,802620
1214,752100
1215,783240
1216,727680
1217,750300
1218,780660
1219,850080
1220,846120
1221,882180
1222,890280
1223,903000
1224,924420
1225,912720
1226,888960
1227,921060
1228,919080
1229,925860
1230,926040
1231,916980
1232,925500
1233,928260
1234,930720
1235,926280
1236,919620
1237,920700
1238,935040
1239,942240
1240,939720
1241,940920
1242,920280
1243,941880
1244,935100
1245,946800
1246,933120
1247,909600
1248,921000
1249,925740
1250,923940
1251,913440
1252,911760
1253,934920
1254,929820
1255,938340
1256,920880
1257,909360
1258,937560
1259,930600
1260,939060
