second,tpm
0,0
1,2580
2,15960
3,37200
4,55860
5,82080
6,104400
7,134760
8,161460
9,182700
10,213300
11,248760
12,283620
13,318000
14,357000
15,387240
16,417060
17,435720
18,473580
19,502920
20,519540
21,529620
22,552780
23,571200
24,584460
25,595320
26,626520
27,647940
28,650220
29,669120
30,698100
31,713460
32,723480
33,734160
34,751980
35,746280
36,786360
37,803100
38,824280
39,853620
40,856560
41,862440
42,880560
43,893160
44,899700
45,908580
46,895260
47,914100
48,926700
49,933600
50,934560
51,943800
52,954180
53,943140
54,953400
55,959340
56,954540
57,961380
58,857460
59,867000
60,846720
61,861840
62,851340
63,848820
64,874140
65,867120
66,841740
67,861840
68,866040
69,863460
70,854640
71,877020
72,856740
73,843600
74,875160
75,861540
76,868020
77,866400
78,885180
79,888840
80,870480
81,845460
82,866280
83,875520
84,860700
85,872340
86,883020
87,892860
88,822900
89,800820
90,783000
91,787680
92,789300
93,808500
94,860460
95,851280
96,870180
97,871680
98,866940
99,872940
100,860940
101,877860
102,881940
103,864960
104,862260
105,876960
106,880740
107,878700
108,894540
109,854820
110,880800
111,880560
112,887340
113,898680
114,884160
115,878820
116,878280
117,887220
118,859260
119,871440
120,867120
121,865260
122,876420
123,843840
124,876120
125,860640
126,869700
127,877860
128,863880
129,856740
130,869880
131,869760
132,871740
133,863460
134,878700
135,871500
136,870720
137,877200
138,888240
139,888600
140,893280
141,878460
142,883380
143,889440
144,876300
145,893460
146,902580
147,897120
148,876480
149,870060
150,887340
151,886560
152,897000
153,891060
154,874200
155,903600
156,891900
157,903540
158,895680
159,864120
160,857160
161,824700
162,852300
163,847620
164,868920
165,900300
166,885960
167,872580
168,877200
169,889620
170,900660
171,899040
172,898860
173,899520
174,877200
175,902940
176,900180
177,882120
178,896940
179,891360
180,894120
181,883320
182,871980
183,892020
184,895380
185,897000
186,853560
187,886860
188,905760
189,892200
190,886320
191,919800
192,904260
193,930600
194,893880
195,930240
196,910200
197,905580
198,922320
199,912120
200,890040
201,912600
202,898500
203,925320
204,931440
205,911700
206,907860
207,928080
208,924300
209,937260
210,885420
211,929520
212,916080
213,919800
214,935280
215,920940
216,919020
217,929880
218,913800
219,917820
220,887520
221,936300
222,901380
223,923460
224,929580
225,907200
226,913260
227,928140
228,938460
229,931560
230,938040
231,924060
232,927780
233,882120
234,956400
235,937740
236,913740
237,922260
238,927000
239,926340
240,930600
241,945420
242,924840
243,915780
244,929580
245,921000
246,916740
247,900720
248,930420
249,915060
250,895860
251,937800
252,935940
253,928380
254,938820
255,910680
256,912780
257,934980
258,900900
259,932040
260,916260
261,907380
262,904920
263,879480
264,948120
265,929460
266,933120
267,934860
268,932160
269,944520
270,918900
271,948240
272,928680
273,935460
274,928620
275,919260
276,930180
277,885240
278,947820
279,921360
280,935760
281,918300
282,931320
283,947700
284,938520
285,945600
286,937560
287,939900
288,948420
289,917280
290,954420
291,897300
292,955200
293,925500
294,938220
295,937080
296,930420
297,931740
298,920280
299,937920
300,919860
301,938460
302,923700
303,923760
304,922980
305,901560
306,960960
307,944100
308,942120
309,944580
310,934740
311,943500
312,925200
313,946980
314,943440
315,949200
316,931500
317,939360
318,905040
319,927060
320,915360
321,949380
322,938160
323,933780
324,933840
325,933780
326,943260
327,915900
328,933660
329,966000
330,950700
331,970500
332,933480
333,961800
334,942840
335,911040
336,958020
337,958260
338,935880
339,927840
340,941880
341,930660
342,914700
343,940620
344,965160
345,951480
346,933180
347,933600
348,942240
349,912480
350,924660
351,967500
352,952860
353,939120
354,934560
355,946800
356,933060
357,941940
358,969000
359,966240
360,962640
361,955140
362,935580
363,945720
364,941700
365,959160
366,954840
367,957960
368,948960
369,943980
370,934080
371,951060
372,958500
373,951540
374,967620
375,953700
376,956760
377,923760
378,954060
379,914640
380,946140
381,955560
382,956160
383,934980
384,933780
385,967620
386,941160
387,960720
388,968640
389,964500
390,954120
391,964080
392,946980
393,937440
394,924540
395,967500
396,967800
397,938460
398,955320
399,941520
400,942480
401,937320
402,951240
403,935820
404,927720
405,932700
406,921960
407,934560
408,922500
409,951180
410,956100
411,942360
412,947100
413,944460
414,936480
415,930360
416,945420
417,940260
418,959220
419,966240
420,964860
421,948480
422,929040
423,941640
424,945780
425,955740
426,943020
427,946260
428,951780
429,942420
430,947340
431,937800
432,950580
433,967560
434,953520
435,964800
436,932220
437,936900
438,934380
439,943500
440,941520
441,943080
442,959460
443,943860
444,948960
445,932760
446,939000
447,957360
448,942660
449,947880
450,939660
451,927360
452,932580
453,907620
454,940500
455,935040
456,947580
457,946920
458,945960
459,932760
460,936300
461,950520
462,959640
463,945360
464,931440
465,942240
466,907260
467,936900
468,918720
469,938520
470,943320
471,936300
472,947340
473,944820
474,937080
475,934200
476,932460
477,955200
478,940020
479,946140
480,949620
481,909900
482,913560
483,924000
484,941520
485,937980
486,943440
487,950640
488,946980
489,936960
490,938100
491,940440
492,942540
493,931620
494,920460
495,940320
496,934740
497,938280
498,908880
499,937620
500,938280
501,953760
502,924960
503,939900
504,953760
505,946500
506,960900
507,949620
508,949140
509,958560
510,927900
511,935580
512,926160
513,928080
514,948900
515,945600
516,943560
517,944100
518,958920
519,936360
520,935100
521,940920
522,948480
523,939600
524,953760
525,927060
526,944160
527,921300
528,939960
529,931260
530,942900
531,949140
532,939540
533,951840
534,943980
535,947520
536,966240
537,953460
538,963660
539,942300
540,942600
541,922680
542,927420
543,931440
544,938760
545,938040
546,947640
547,946560
548,952920
549,931740
550,948480
551,945960
552,946020
553,951780
554,953280
555,937380
556,927360
557,925020
558,921120
559,919860
560,927420
561,960300
562,944280
563,949620
564,941460
565,939600
566,960180
567,954600
568,965760
569,963000
570,948900
571,947700
572,925200
573,930720
574,939420
575,943560
576,952800
577,956340
578,939900
579,942180
580,941520
581,953400
582,947580
583,964380
584,962820
585,950580
586,940920
587,935580
588,920700
589,949920
590,937860
591,948540
592,955140
593,955740
594,941760
595,943260
596,961260
597,959100
598,949740
599,944880
600,958260
601,954000
602,958020
603,937980
604,937620
605,948540
606,935700
607,957240
608,971340
609,960540
610,950520
611,943200
612,935040
613,941400
614,956400
615,935460
616,947760
617,930600
618,921960
619,927420
620,942120
621,947040
622,962640
623,963660
624,955320
625,967320
626,973140
627,978780
628,967500
629,981840
630,979500
631,973800
632,969480
633,958080
634,945780
635,948480
636,980040
637,983760
638,967020
639,987240
640,974460
641,971880
642,962700
643,962520
644,983460
645,990240
646,973560
647,976020
648,985680
649,971220
650,962280
651,936900
652,974460
653,959940
654,974760
655,986880
656,973560
657,970560
658,963240
659,954180
660,966300
661,971640
662,974040
663,970140
664,981720
665,968760
666,964620
667,963420
668,947760
669,961740
670,966960
671,980640
672,974280
673,987360
674,970200
675,979080
676,966420
677,979020
678,973500
679,977940
680,986760
681,976320
682,985080
683,961740
684,972120
685,936060
686,958380
687,964140
688,969420
689,983100
690,986700
691,984960
692,972720
693,971760
694,981180
695,977160
696,979200
697,974220
698,978720
699,976500
700,964980
701,965700
702,952680
703,971400
704,990660
705,976380
706,976020
707,984180
708,971220
709,962940
710,999300
711,980640
712,985440
713,989100
714,991920
715,969180
716,974940
717,948060
718,948060
719,974880
720,976320
721,987240
722,982080
723,987660
724,973740
725,986820
726,975900
727,992820
728,977520
729,985020
730,983580
731,987840
732,981840
733,975780
734,946380
735,992220
736,992520
737,1000380
738,988080
739,983700
740,984060
741,965340
742,993240
743,990180
744,973320
745,999000
746,984960
747,980280
748,980280
749,976740
750,941040
751,968220
752,985680
753,983640
754,971460
755,985920
756,977280
757,974820
758,970260
759,986880
760,991740
761,973380
762,975720
763,976860
764,985020
765,987540
766,974340
767,936360
768,967740
769,990420
770,970560
771,979740
772,974220
773,974760
774,958500
775,963960
776,980220
777,986460
778,978720
779,978240
780,989400
781,935640
782,983100
783,944880
784,949440
785,975840
786,968400
787,985860
788,983640
789,966600
790,966720
791,973440
792,979080
793,977760
794,984240
795,987120
796,993780
797,983700
798,964020
799,962040
800,952020
801,965400
802,976620
803,960720
804,977340
805,975540
806,963960
807,971760
808,973020
809,988920
810,972420
811,981060
812,978060
813,970260
814,979500
815,931800
816,968880
817,950760
818,981540
819,959880
820,973800
821,967200
822,975420
823,960480
824,976740
825,981900
826,955560
827,971040
828,978000
829,970200
830,958680
831,942540
832,950100
833,952320
834,971100
835,969600
836,990840
837,963780
838,970020
839,968580
840,970920
841,976800
842,977760
843,970500
844,977220
845,976020
846,941460
847,992580
848,937440
849,969960
850,954480
851,964380
852,975300
853,966240
854,980760
855,984360
856,947580
857,970260
858,976080
859,974040
860,968700
861,968520
862,938580
863,971220
864,932520
865,960120
866,974880
867,960360
868,987360
869,960660
870,967920
871,975840
872,957420
873,975600
874,977520
875,971760
876,975540
877,962340
878,952980
879,964140
880,937860
881,966420
882,976320
883,979080
884,977460
885,988860
886,967200
887,972780
888,957720
889,983940
890,992520
891,981660
892,987420
893,971340
894,974460
895,946740
896,992160
897,937680
898,993360
899,970800
900,979800
