elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010049,49,2940.0
3,30010250,201,12060.0
4,30010622,372,22320.0
5,30011065,443,26580.0
6,30011705,640,38400.0
7,30012469,764,45840.0
8,30013385,916,54960.0
9,30014471,1086,65160.0
10,30015638,1167,70020.0
11,30016954,1316,78960.0
12,30018325,1371,82260.0
13,30019866,1541,92460.0
14,30021505,1639,98340.0
15,30023259,1754,105240.0
16,30025150,1891,113460.0
17,30027192,2042,122520.0
18,30029295,2103,126180.0
19,30031474,2179,130740.0
20,30033724,2250,135000.0
21,30036063,2339,140340.0
22,30038566,2503,150180.0
23,30041112,2546,152760.0
24,30043794,2682,160920.0
25,30046497,2703,162180.0
26,30049280,2783,166980.0
27,30052227,2947,176820.0
28,30055228,3001,180060.0
29,30058351,3123,187380.0
30,30061570,3219,193140.0
31,30064782,3212,192720.0
32,30068081,3299,197940.0
33,30071476,3395,203700.0
34,30074971,3495,209700.0
35,30078374,3403,204180.0
36,30081836,3462,207720.0
37,30085335,3499,209940.0
39,30088870,3535,106050.0
40,30092513,3643,218580.0
41,30096036,3523,211380.0
42,30099683,3647,218820.0
43,30103350,3667,220020.0
44,30107073,3723,223380.0
45,30110877,3804,228240.0
46,30114653,3776,226560.0
47,30118488,3835,230100.0
48,30122339,3851,231060.0
49,30126205,3866,231960.0
50,30129815,3610,216600.0
51,30133748,3933,235980.0
52,30137865,4117,247020.0
53,30141932,4067,244020.0
54,30145919,3987,239220.0
55,30150039,4120,247200.0
56,30154135,4096,245760.0
57,30158267,4132,247920.0
58,30162312,4045,242700.0
59,30166343,4031,241860.0
60,30170525,4182,250920.0
61,30174691,4166,249960.0
62,30178834,4143,248580.0
63,30182811,3977,238620.0
64,30186844,4033,241980.0
65,30190964,4120,247200.0
66,30195026,4062,243720.0
68,30199136,4110,123300.0
69,30203239,4103,246180.0
70,30207374,4135,248100.0
71,30211574,4200,252000.0
72,30215752,4178,250680.0
73,30219929,4177,250620.0
74,30224093,4164,249840.0
75,30228222,4129,247740.0
76,30232360,4138,248280.0
77,30236541,4181,250860.0
78,30240666,4125,247500.0
79,30244871,4205,252300.0
80,30249036,4165,249900.0
81,30253197,4161,249660.0
82,30257333,4136,248160.0
83,30261513,4180,250800.0
84,30265628,4115,246900.0
85,30269847,4219,253140.0
86,30274012,4165,249900.0
87,30278231,4219,253140.0
88,30282391,4160,249600.0
89,30286609,4218,253080.0
90,30290718,4109,246540.0
91,30294811,4093,245580.0
92,30298963,4152,249120.0
93,30303076,4113,246780.0
95,30307146,4070,122100.0
96,30311299,4153,249180.0
97,30315433,4134,248040.0
98,30319565,4132,247920.0
99,30323646,4081,244860.0
100,30327770,4124,247440.0
101,30332059,4289,257340.0
102,30336315,4256,255360.0
103,30340443,4128,247680.0
104,30344601,4158,249480.0
105,30348821,4220,253200.0
106,30353114,4293,257580.0
107,30357310,4196,251760.0
108,30361558,4248,254880.0
109,30365709,4151,249060.0
110,30369898,4189,251340.0
111,30374163,4265,255900.0
112,30378402,4239,254340.0
113,30382609,4207,252420.0
114,30386765,4156,249360.0
115,30390972,4207,252420.0
116,30395146,4174,250440.0
117,30399367,4221,253260.0
118,30403633,4266,255960.0
119,30407804,4171,250260.0
121,30411985,4181,125430.0
122,30416165,4180,250800.0
123,30420406,4241,254460.0
124,30424659,4253,255180.0
125,30428872,4213,252780.0
126,30433030,4158,249480.0
127,30437251,4221,253260.0
128,30441413,4162,249720.0
129,30445621,4208,252480.0
130,30449871,4250,255000.0
131,30454135,4264,255840.0
132,30458422,4287,257220.0
133,30462610,4188,251280.0
134,30466836,4226,253560.0
135,30471017,4181,250860.0
136,30475243,4226,253560.0
137,30479474,4231,253860.0
138,30483676,4202,252120.0
139,30487988,4312,258720.0
140,30492228,4240,254400.0
141,30496503,4275,256500.0
142,30500749,4246,254760.0
143,30505047,4298,257880.0
144,30509262,4215,252900.0
145,30513446,4184,251040.0
146,30517669,4223,253380.0
147,30521934,4265,255900.0
149,30526261,4327,129810.0
150,30530507,4246,254760.0
151,30534797,4290,257400.0
152,30539012,4215,252900.0
153,30543247,4235,254100.0
154,30547510,4263,255780.0
155,30551791,4281,256860.0
156,30556043,4252,255120.0
157,30560300,4257,255420.0
158,30564614,4314,258840.0
159,30568860,4246,254760.0
160,30573071,4211,252660.0
