elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010084,84,5040.0
3,30010336,252,15120.0
4,30010713,377,22620.0
5,30011252,539,32340.0
6,30011956,704,42240.0
7,30012769,813,48780.0
8,30013738,969,58140.0
9,30014833,1095,65700.0
10,30015962,1129,67740.0
11,30017199,1237,74220.0
12,30018600,1401,84060.0
13,30020174,1574,94440.0
15,30021854,1680,50400.0
16,30023575,1721,103260.0
17,30025460,1885,113100.0
18,30027432,1972,118320.0
19,30029493,2061,123660.0
20,30031706,2213,132780.0
21,30034081,2375,142500.0
22,30036484,2403,144180.0
23,30039028,2544,152640.0
24,30041583,2555,153300.0
25,30044232,2649,158940.0
26,30046986,2754,165240.0
27,30049839,2853,171180.0
28,30052755,2916,174960.0
29,30055882,3127,187620.0
30,30059089,3207,192420.0
31,30062323,3234,194040.0
32,30065687,3364,201840.0
33,30069078,3391,203460.0
34,30072525,3447,206820.0
35,30076013,3488,209280.0
36,30079575,3562,213720.0
37,30083216,3641,218460.0
38,30086866,3650,219000.0
39,30090511,3645,218700.0
40,30094163,3652,219120.0
41,30097822,3659,219540.0
42,30101524,3702,222120.0
43,30105290,3766,225960.0
44,30109045,3755,225300.0
45,30112926,3881,232860.0
46,30116796,3870,232200.0
47,30120668,3872,232320.0
49,30124610,3942,118260.0
50,30128637,4027,241620.0
51,30132671,4034,242040.0
52,30136758,4087,245220.0
53,30140875,4117,247020.0
54,30145040,4165,249900.0
55,30149212,4172,250320.0
56,30153416,4204,252240.0
57,30157645,4229,253740.0
58,30161751,4106,246360.0
59,30165973,4222,253320.0
60,30170228,4255,255300.0
61,30174476,4248,254880.0
62,30178823,4347,260820.0
63,30183145,4322,259320.0
64,30187319,4174,250440.0
65,30191410,4091,245460.0
66,30195551,4141,248460.0
67,30199718,4167,250020.0
68,30203864,4146,248760.0
69,30208089,4225,253500.0
70,30212228,4139,248340.0
71,30216444,4216,252960.0
72,30220628,4184,251040.0
73,30224785,4157,249420.0
74,30228930,4145,248700.0
75,30233192,4262,255720.0
77,30237414,4222,126660.0
78,30241694,4280,256800.0
79,30245996,4302,258120.0
80,30250262,4266,255960.0
81,30254486,4224,253440.0
82,30258784,4298,257880.0
83,30263110,4326,259560.0
84,30267366,4256,255360.0
85,30271646,4280,256800.0
86,30275986,4340,260400.0
87,30280373,4387,263220.0
88,30284702,4329,259740.0
89,30289057,4355,261300.0
90,30293396,4339,260340.0
91,30297693,4297,257820.0
92,30302053,4360,261600.0
93,30306425,4372,262320.0
94,30310794,4369,262140.0
95,30315275,4481,268860.0
96,30319644,4369,262140.0
97,30323996,4352,261120.0
98,30328442,4446,266760.0
99,30332834,4392,263520.0
100,30337289,4455,267300.0
101,30341736,4447,266820.0
102,30346194,4458,267480.0
104,30350634,4440,133200.0
105,30355052,4418,265080.0
106,30359542,4490,269400.0
107,30364001,4459,267540.0
108,30368458,4457,267420.0
109,30372898,4440,266400.0
110,30377397,4499,269940.0
111,30381868,4471,268260.0
112,30386307,4439,266340.0
113,30390682,4375,262500.0
114,30395146,4464,267840.0
115,30399573,4427,265620.0
116,30404029,4456,267360.0
117,30408463,4434,266040.0
118,30412825,4362,261720.0
119,30417223,4398,263880.0
120,30421621,4398,263880.0
121,30425964,4343,260580.0
122,30430383,4419,265140.0
123,30434808,4425,265500.0
124,30439254,4446,266760.0
125,30443638,4384,263040.0
126,30448098,4460,267600.0
127,30452529,4431,265860.0
128,30457008,4479,268740.0
129,30461517,4509,270540.0
130,30465965,4448,266880.0
132,30470422,4457,133710.0
133,30474954,4532,271920.0
134,30479380,4426,265560.0
135,30483867,4487,269220.0
136,30488350,4483,268980.0
137,30492881,4531,271860.0
138,30497350,4469,268140.0
139,30501888,4538,272280.0
140,30506366,4478,268680.0
141,30510880,4514,270840.0
142,30515376,4496,269760.0
143,30519859,4483,268980.0
144,30524441,4582,274920.0
145,30528973,4532,271920.0
146,30533580,4607,276420.0
147,30538070,4490,269400.0
148,30542558,4488,269280.0
149,30547071,4513,270780.0
150,30551567,4496,269760.0
151,30556032,4465,267900.0
152,30560616,4584,275040.0
153,30565229,4613,276780.0
154,30569810,4581,274860.0
155,30574253,4443,266580.0
156,30578728,4475,268500.0
157,30583217,4489,269340.0
159,30587692,4475,134250.0
160,30592168,4476,268560.0
161,30596626,4458,267480.0
