elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010001,1,60.0
2,30010093,92,5520.0
3,30010349,256,15360.0
4,30010747,398,23880.0
5,30011294,547,32820.0
6,30011976,682,40920.0
7,30012792,816,48960.0
8,30013735,943,56580.0
9,30014829,1094,65640.0
10,30016056,1227,73620.0
11,30017328,1272,76320.0
12,30018779,1451,87060.0
13,30020262,1483,88980.0
14,30021920,1658,99480.0
15,30023682,1762,105720.0
16,30025482,1800,108000.0
17,30027467,1985,119100.0
18,30029467,2000,120000.0
19,30031718,2251,135060.0
20,30034044,2326,139560.0
21,30036467,2423,145380.0
22,30038960,2493,149580.0
23,30041575,2615,156900.0
24,30044273,2698,161880.0
25,30047039,2766,165960.0
27,30049893,2854,85620.0
28,30052811,2918,175080.0
29,30055809,2998,179880.0
30,30058906,3097,185820.0
31,30062082,3176,190560.0
32,30065330,3248,194880.0
33,30068679,3349,200940.0
34,30072073,3394,203640.0
35,30075510,3437,206220.0
36,30079010,3500,210000.0
37,30082440,3430,205800.0
38,30085913,3473,208380.0
39,30089436,3523,211380.0
40,30092998,3562,213720.0
41,30096484,3486,209160.0
42,30100078,3594,215640.0
43,30103823,3745,224700.0
44,30107614,3791,227460.0
45,30111349,3735,224100.0
46,30115175,3826,229560.0
47,30118976,3801,228060.0
48,30122818,3842,230520.0
49,30126842,4024,241440.0
50,30130891,4049,242940.0
51,30134936,4045,242700.0
52,30139012,4076,244560.0
53,30143078,4066,243960.0
54,30147198,4120,247200.0
55,30151317,4119,247140.0
56,30155489,4172,250320.0
58,30159599,4110,123300.0
59,30163742,4143,248580.0
60,30167907,4165,249900.0
61,30172151,4244,254640.0
62,30176427,4276,256560.0
63,30180708,4281,256860.0
64,30184956,4248,254880.0
65,30188985,4029,241740.0
66,30192965,3980,238800.0
67,30196977,4012,240720.0
68,30201083,4106,246360.0
69,30205198,4115,246900.0
70,30209260,4062,243720.0
71,30213391,4131,247860.0
72,30217515,4124,247440.0
73,30221626,4111,246660.0
74,30225841,4215,252900.0
75,30230056,4215,252900.0
76,30234291,4235,254100.0
77,30238526,4235,254100.0
78,30242703,4177,250620.0
79,30246977,4274,256440.0
80,30251249,4272,256320.0
81,30255546,4297,257820.0
82,30259804,4258,255480.0
83,30264069,4265,255900.0
85,30268379,4310,129300.0
86,30272688,4309,258540.0
87,30277004,4316,258960.0
88,30281311,4307,258420.0
89,30285591,4280,256800.0
90,30289945,4354,261240.0
91,30294279,4334,260040.0
92,30298640,4361,261660.0
93,30303086,4446,266760.0
94,30307477,4391,263460.0
95,30311900,4423,265380.0
96,30316237,4337,260220.0
97,30320614,4377,262620.0
98,30325021,4407,264420.0
99,30329385,4364,261840.0
100,30333772,4387,263220.0
101,30338160,4388,263280.0
102,30342680,4520,271200.0
103,30347068,4388,263280.0
104,30351466,4398,263880.0
105,30355919,4453,267180.0
106,30360302,4383,262980.0
107,30364719,4417,265020.0
108,30369148,4429,265740.0
109,30373581,4433,265980.0
110,30377905,4324,259440.0
112,30382318,4413,132390.0
113,30386734,4416,264960.0
114,30391096,4362,261720.0
115,30395518,4422,265320.0
116,30399868,4350,261000.0
117,30404263,4395,263700.0
118,30408585,4322,259320.0
119,30412985,4400,264000.0
120,30417369,4384,263040.0
121,30421763,4394,263640.0
122,30426174,4411,264660.0
123,30430561,4387,263220.0
124,30435007,4446,266760.0
125,30439467,4460,267600.0
126,30443862,4395,263700.0
127,30448223,4361,261660.0
128,30452606,4383,262980.0
129,30457085,4479,268740.0
130,30461504,4419,265140.0
131,30465946,4442,266520.0
132,30470405,4459,267540.0
133,30474829,4424,265440.0
134,30479241,4412,264720.0
135,30483725,4484,269040.0
136,30488080,4355,261300.0
137,30492535,4455,267300.0
138,30497020,4485,269100.0
140,30501473,4453,133590.0
141,30506040,4567,274020.0
142,30510471,4431,265860.0
143,30514887,4416,264960.0
144,30519321,4434,266040.0
145,30523713,4392,263520.0
146,30528207,4494,269640.0
147,30532632,4425,265500.0
148,30537098,4466,267960.0
149,30541524,4426,265560.0
150,30545956,4432,265920.0
151,30550458,4502,270120.0
152,30554830,4372,262320.0
153,30559323,4493,269580.0
154,30563775,4452,267120.0
155,30568205,4430,265800.0
156,30572605,4400,264000.0
157,30577055,4450,267000.0
158,30581511,4456,267360.0
159,30585879,4368,262080.0
160,30590312,4433,265980.0
161,30594743,4431,265860.0
162,30599193,4450,267000.0
163,30603619,4426,265560.0
164,30608105,4486,269160.0
165,30612615,4510,270600.0
167,30617023,4408,132240.0
168,30621471,4448,266880.0
169,30625952,4481,268860.0
170,30630424,4472,268320.0
171,30634858,4434,266040.0
172,30639292,4434,266040.0
173,30643724,4432,265920.0
174,30648161,4437,266220.0
175,30652550,4389,263340.0
176,30656880,4330,259800.0
177,30661238,4358,261480.0
178,30665665,4427,265620.0
179,30670152,4487,269220.0
180,30674621,4469,268140.0
181,30679109,4488,269280.0
182,30683529,4420,265200.0
183,30687992,4463,267780.0
184,30692513,4521,271260.0
185,30697048,4535,272100.0
186,30701507,4459,267540.0
187,30705917,4410,264600.0
188,30710420,4503,270180.0
189,30714891,4471,268260.0
190,30719349,4458,267480.0
191,30723859,4510,270600.0
193,30728287,4428,132840.0
194,30732775,4488,269280.0
195,30737195,4420,265200.0
196,30741708,4513,270780.0
197,30746225,4517,271020.0
198,30750712,4487,269220.0
199,30755061,4349,260940.0
200,30759550,4489,269340.0
201,30763953,4403,264180.0
202,30768389,4436,266160.0
203,30772806,4417,265020.0
204,30777249,4443,266580.0
205,30781588,4339,260340.0
206,30786040,4452,267120.0
207,30790464,4424,265440.0
208,30794906,4442,266520.0
209,30799312,4406,264360.0
210,30803757,4445,266700.0
211,30808163,4406,264360.0
212,30812670,4507,270420.0
213,30816976,4306,258360.0
214,30821400,4424,265440.0
215,30825840,4440,266400.0
216,30830221,4381,262860.0
217,30834661,4440,266400.0
218,30839031,4370,262200.0
220,30843539,4508,135240.0
221,30847988,4449,266940.0
222,30852416,4428,265680.0
223,30856835,4419,265140.0
224,30861218,4383,262980.0
225,30865672,4454,267240.0
226,30870141,4469,268140.0
227,30874559,4418,265080.0
228,30878941,4382,262920.0
229,30883371,4430,265800.0
230,30887831,4460,267600.0
231,30892287,4456,267360.0
232,30896727,4440,266400.0
233,30901117,4390,263400.0
234,30905518,4401,264060.0
235,30909993,4475,268500.0
236,30914492,4499,269940.0
237,30918697,4205,252300.0
238,30922854,4157,249420.0
239,30926935,4081,244860.0
240,30931031,4096,245760.0
241,30935319,4288,257280.0
243,30939584,4265,127950.0
244,30943894,4310,258600.0
245,30948249,4355,261300.0
246,30952514,4265,255900.0
247,30956831,4317,259020.0
248,30961192,4361,261660.0
249,30965608,4416,264960.0
250,30970096,4488,269280.0
251,30974562,4466,267960.0
