elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010015,15,900.0
3,30010174,159,9540.0
4,30010480,306,18360.0
5,30010915,435,26100.0
6,30011502,587,35220.0
7,30012258,756,45360.0
8,30013138,880,52800.0
9,30014152,1014,60840.0
10,30015321,1169,70140.0
11,30016602,1281,76860.0
12,30017964,1362,81720.0
13,30019460,1496,89760.0
14,30021084,1624,97440.0
15,30022785,1701,102060.0
16,30024664,1879,112740.0
17,30026632,1968,118080.0
18,30028778,2146,128760.0
19,30030962,2184,131040.0
20,30033197,2235,134100.0
21,30035614,2417,145020.0
23,30038146,2532,75960.0
24,30040708,2562,153720.0
25,30043383,2675,160500.0
26,30046221,2838,170280.0
27,30049076,2855,171300.0
28,30051997,2921,175260.0
29,30055066,3069,184140.0
30,30058169,3103,186180.0
31,30061329,3160,189600.0
32,30064680,3351,201060.0
33,30068047,3367,202020.0
34,30071415,3368,202080.0
35,30074893,3478,208680.0
36,30078397,3504,210240.0
37,30081932,3535,212100.0
38,30085480,3548,212880.0
39,30089055,3575,214500.0
40,30092623,3568,214080.0
41,30096252,3629,217740.0
42,30099844,3592,215520.0
43,30103541,3697,221820.0
44,30107178,3637,218220.0
45,30110869,3691,221460.0
46,30114603,3734,224040.0
47,30118333,3730,223800.0
48,30122136,3803,228180.0
49,30125955,3819,229140.0
50,30129884,3929,235740.0
51,30133875,3991,239460.0
52,30137811,3936,236160.0
54,30141775,3964,118920.0
55,30145778,4003,240180.0
56,30149740,3962,237720.0
57,30153699,3959,237540.0
58,30157761,4062,243720.0
59,30161806,4045,242700.0
60,30165807,4001,240060.0
61,30169817,4010,240600.0
62,30173844,4027,241620.0
63,30177739,3895,233700.0
64,30181614,3875,232500.0
65,30185468,3854,231240.0
66,30189245,3777,226620.0
67,30193116,3871,232260.0
68,30197005,3889,233340.0
69,30200868,3863,231780.0
70,30204746,3878,232680.0
71,30208647,3901,234060.0
72,30212417,3770,226200.0
73,30216105,3688,221280.0
74,30219852,3747,224820.0
75,30223594,3742,224520.0
76,30227323,3729,223740.0
77,30231002,3679,220740.0
78,30234719,3717,223020.0
79,30238483,3764,225840.0
80,30242176,3693,221580.0
82,30245932,3756,112680.0
83,30249651,3719,223140.0
84,30253385,3734,224040.0
85,30257121,3736,224160.0
86,30260845,3724,223440.0
87,30264571,3726,223560.0
88,30268259,3688,221280.0
89,30271997,3738,224280.0
90,30275707,3710,222600.0
91,30279474,3767,226020.0
92,30283258,3784,227040.0
93,30287008,3750,225000.0
94,30290758,3750,225000.0
95,30294468,3710,222600.0
96,30298273,3805,228300.0
97,30302013,3740,224400.0
98,30305807,3794,227640.0
99,30309619,3812,228720.0
100,30313371,3752,225120.0
101,30317073,3702,222120.0
102,30320927,3854,231240.0
103,30324699,3772,226320.0
104,30328453,3754,225240.0
105,30332195,3742,224520.0
106,30335993,3798,227880.0
107,30339736,3743,224580.0
108,30343490,3754,225240.0
110,30347238,3748,112440.0
111,30351011,3773,226380.0
112,30354760,3749,224940.0
113,30358495,3735,224100.0
114,30362293,3798,227880.0
115,30366080,3787,227220.0
116,30369791,3711,222660.0
117,30373601,3810,228600.0
118,30377385,3784,227040.0
119,30381177,3792,227520.0
120,30384950,3773,226380.0
121,30388751,3801,228060.0
122,30392547,3796,227760.0
123,30396311,3764,225840.0
124,30400080,3769,226140.0
125,30403901,3821,229260.0
126,30407705,3804,228240.0
127,30411451,3746,224760.0
128,30415301,3850,231000.0
129,30419109,3808,228480.0
130,30422942,3833,229980.0
131,30426736,3794,227640.0
132,30430587,3851,231060.0
133,30434394,3807,228420.0
134,30438178,3784,227040.0
135,30441962,3784,227040.0
137,30445811,3849,115470.0
138,30449663,3852,231120.0
139,30453429,3766,225960.0
140,30457235,3806,228360.0
141,30461015,3780,226800.0
142,30464857,3842,230520.0
143,30468640,3783,226980.0
144,30472397,3757,225420.0
145,30476234,3837,230220.0
146,30479978,3744,224640.0
147,30483810,3832,229920.0
148,30487587,3777,226620.0
149,30491366,3779,226740.0
150,30495186,3820,229200.0
151,30498958,3772,226320.0
152,30502672,3714,222840.0
153,30506443,3771,226260.0
154,30510279,3836,230160.0
155,30514004,3725,223500.0
156,30517712,3708,222480.0
157,30521383,3671,220260.0
158,30525106,3723,223380.0
159,30528875,3769,226140.0
160,30532701,3826,229560.0
