elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010049,49,2940.0
3,30010259,210,12600.0
4,30010645,386,23160.0
5,30011110,465,27900.0
6,30011742,632,37920.0
7,30012476,734,44040.0
8,30013382,906,54360.0
9,30014438,1056,63360.0
10,30015611,1173,70380.0
11,30016950,1339,80340.0
12,30018389,1439,86340.0
13,30019895,1506,90360.0
14,30021476,1581,94860.0
15,30023189,1713,102780.0
16,30024993,1804,108240.0
17,30026973,1980,118800.0
18,30029010,2037,122220.0
19,30031178,2168,130080.0
20,30033428,2250,135000.0
21,30035770,2342,140520.0
22,30038253,2483,148980.0
23,30040823,2570,154200.0
24,30043539,2716,162960.0
25,30046295,2756,165360.0
26,30049187,2892,173520.0
27,30052082,2895,173700.0
28,30055110,3028,181680.0
29,30058123,3013,180780.0
30,30061303,3180,190800.0
31,30064465,3162,189720.0
32,30067733,3268,196080.0
33,30071132,3399,203940.0
34,30074564,3432,205920.0
35,30078032,3468,208080.0
37,30081542,3510,105300.0
38,30085050,3508,210480.0
39,30088571,3521,211260.0
40,30092155,3584,215040.0
41,30095739,3584,215040.0
42,30099400,3661,219660.0
43,30102995,3595,215700.0
44,30106638,3643,218580.0
45,30110334,3696,221760.0
46,30114020,3686,221160.0
47,30117813,3793,227580.0
48,30121591,3778,226680.0
49,30125424,3833,229980.0
50,30129370,3946,236760.0
51,30133300,3930,235800.0
52,30137258,3958,237480.0
53,30141227,3969,238140.0
54,30145166,3939,236340.0
55,30149121,3955,237300.0
56,30153132,4011,240660.0
57,30157122,3990,239400.0
58,30161158,4036,242160.0
59,30165186,4028,241680.0
60,30169224,4038,242280.0
61,30173220,3996,239760.0
62,30177242,4022,241320.0
63,30181238,3996,239760.0
64,30185363,4125,247500.0
66,30189430,4067,122010.0
67,30193606,4176,250560.0
68,30197699,4093,245580.0
69,30201823,4124,247440.0
70,30206001,4178,250680.0
71,30210236,4235,254100.0
72,30214367,4131,247860.0
73,30218629,4262,255720.0
74,30222850,4221,253260.0
75,30227068,4218,253080.0
76,30231260,4192,251520.0
77,30235458,4198,251880.0
78,30239625,4167,250020.0
79,30243874,4249,254940.0
80,30248084,4210,252600.0
81,30252303,4219,253140.0
82,30256589,4286,257160.0
83,30260782,4193,251580.0
84,30264991,4209,252540.0
85,30269234,4243,254580.0
86,30273535,4301,258060.0
87,30277782,4247,254820.0
88,30282080,4298,257880.0
89,30286376,4296,257760.0
90,30290676,4300,258000.0
91,30295017,4341,260460.0
92,30299310,4293,257580.0
94,30303656,4346,130380.0
95,30307969,4313,258780.0
96,30312358,4389,263340.0
97,30316725,4367,262020.0
98,30321092,4367,262020.0
99,30325457,4365,261900.0
100,30329842,4385,263100.0
101,30334333,4491,269460.0
102,30338732,4399,263940.0
103,30343178,4446,266760.0
104,30347551,4373,262380.0
105,30351980,4429,265740.0
106,30356392,4412,264720.0
107,30360795,4403,264180.0
108,30365186,4391,263460.0
109,30369488,4302,258120.0
110,30373906,4418,265080.0
111,30378305,4399,263940.0
112,30382687,4382,262920.0
113,30387124,4437,266220.0
114,30391475,4351,261060.0
115,30395912,4437,266220.0
116,30400328,4416,264960.0
117,30404757,4429,265740.0
119,30409178,4421,132630.0
120,30413649,4471,268260.0
121,30418030,4381,262860.0
122,30422523,4493,269580.0
123,30426977,4454,267240.0
124,30431427,4450,267000.0
125,30435893,4466,267960.0
126,30440325,4432,265920.0
127,30444804,4479,268740.0
128,30449231,4427,265620.0
129,30453756,4525,271500.0
130,30458186,4430,265800.0
131,30462592,4406,264360.0
132,30467083,4491,269460.0
133,30471495,4412,264720.0
134,30475984,4489,269340.0
135,30480487,4503,270180.0
136,30484925,4438,266280.0
137,30489439,4514,270840.0
138,30493952,4513,270780.0
139,30498424,4472,268320.0
140,30502881,4457,267420.0
141,30507373,4492,269520.0
142,30511880,4507,270420.0
143,30516427,4547,272820.0
144,30520928,4501,270060.0
146,30525477,4549,136470.0
147,30529990,4513,270780.0
148,30534548,4558,273480.0
149,30539170,4622,277320.0
150,30543735,4565,273900.0
151,30548321,4586,275160.0
152,30552834,4513,270780.0
153,30557416,4582,274920.0
154,30561893,4477,268620.0
155,30566429,4536,272160.0
156,30570681,4252,255120.0
157,30575169,4488,269280.0
158,30579730,4561,273660.0
159,30584254,4524,271440.0
160,30588766,4512,270720.0
