elapsed_sec,sum_next_o_id,orders_delta,nopm_rate
0,30010000,0,0
1,30010000,0,0.0
2,30010099,99,5940.0
3,30010350,251,15060.0
4,30010753,403,24180.0
5,30011279,526,31560.0
6,30011955,676,40560.0
7,30012782,827,49620.0
8,30013756,974,58440.0
9,30014877,1121,67260.0
10,30016071,1194,71640.0
11,30017400,1329,79740.0
12,30018886,1486,89160.0
13,30020430,1544,92640.0
14,30022123,1693,101580.0
16,30023884,1761,52830.0
17,30025820,1936,116160.0
18,30027810,1990,119400.0
19,30029952,2142,128520.0
20,30032124,2172,130320.0
21,30034413,2289,137340.0
22,30036852,2439,146340.0
23,30039417,2565,153900.0
24,30041996,2579,154740.0
25,30044733,2737,164220.0
26,30047562,2829,169740.0
27,30050532,2970,178200.0
28,30053537,3005,180300.0
29,30056651,3114,186840.0
30,30059898,3247,194820.0
31,30063253,3355,201300.0
32,30066675,3422,205320.0
33,30070087,3412,204720.0
34,30073604,3517,211020.0
35,30077123,3519,211140.0
36,30080722,3599,215940.0
37,30084271,3549,212940.0
38,30087904,3633,217980.0
39,30091590,3686,221160.0
40,30095201,3611,216660.0
41,30098809,3608,216480.0
42,30102479,3670,220200.0
43,30106275,3796,227760.0
44,30110098,3823,229380.0
45,30113945,3847,230820.0
47,30117828,3883,116490.0
48,30121781,3953,237180.0
49,30125782,4001,240060.0
50,30129828,4046,242760.0
51,30133841,4013,240780.0
52,30137906,4065,243900.0
53,30142014,4108,246480.0
54,30146170,4156,249360.0
55,30150387,4217,253020.0
56,30154530,4143,248580.0
57,30158741,4211,252660.0
58,30162859,4118,247080.0
59,30167091,4232,253920.0
60,30171363,4272,256320.0
61,30175603,4240,254400.0
62,30179904,4301,258060.0
63,30184123,4219,253140.0
64,30188308,4185,251100.0
65,30192481,4173,250380.0
66,30196507,4026,241560.0
67,30200614,4107,246420.0
68,30204783,4169,250140.0
69,30208906,4123,247380.0
70,30213009,4103,246180.0
71,30217176,4167,250020.0
72,30221325,4149,248940.0
73,30225505,4180,250800.0
74,30229727,4222,253320.0
75,30233847,4120,247200.0
77,30238011,4164,124920.0
78,30242154,4143,248580.0
79,30246420,4266,255960.0
80,30250636,4216,252960.0
81,30254907,4271,256260.0
82,30259126,4219,253140.0
83,30263341,4215,252900.0
84,30267568,4227,253620.0
85,30271868,4300,258000.0
86,30276195,4327,259620.0
87,30280526,4331,259860.0
88,30284803,4277,256620.0
89,30289173,4370,262200.0
90,30293547,4374,262440.0
91,30297911,4364,261840.0
92,30302238,4327,259620.0
93,30306590,4352,261120.0
94,30310939,4349,260940.0
95,30315193,4254,255240.0
96,30319504,4311,258660.0
97,30323869,4365,261900.0
98,30328251,4382,262920.0
99,30332651,4400,264000.0
100,30337057,4406,264360.0
101,30341444,4387,263220.0
102,30345805,4361,261660.0
103,30350222,4417,265020.0
105,30354641,4419,132570.0
106,30359071,4430,265800.0
107,30363472,4401,264060.0
108,30367915,4443,266580.0
109,30372290,4375,262500.0
110,30376720,4430,265800.0
111,30381136,4416,264960.0
112,30385514,4378,262680.0
113,30389843,4329,259740.0
114,30394202,4359,261540.0
115,30398583,4381,262860.0
116,30402973,4390,263400.0
117,30407370,4397,263820.0
118,30411757,4387,263220.0
119,30416093,4336,260160.0
120,30420449,4356,261360.0
121,30424729,4280,256800.0
122,30429074,4345,260700.0
123,30433385,4311,258660.0
124,30437668,4283,256980.0
125,30442020,4352,261120.0
126,30446367,4347,260820.0
127,30450713,4346,260760.0
128,30455129,4416,264960.0
129,30459491,4362,261720.0
130,30463892,4401,264060.0
132,30468305,4413,132390.0
133,30472678,4373,262380.0
134,30477109,4431,265860.0
135,30481521,4412,264720.0
136,30485897,4376,262560.0
137,30490298,4401,264060.0
138,30494689,4391,263460.0
139,30499118,4429,265740.0
140,30503543,4425,265500.0
141,30507868,4325,259500.0
142,30512228,4360,261600.0
143,30516613,4385,263100.0
144,30520967,4354,261240.0
145,30525340,4373,262380.0
146,30529763,4423,265380.0
147,30534200,4437,266220.0
148,30538573,4373,262380.0
149,30542962,4389,263340.0
150,30547417,4455,267300.0
151,30551819,4402,264120.0
152,30556260,4441,266460.0
153,30560712,4452,267120.0
154,30565148,4436,266160.0
155,30569495,4347,260820.0
156,30573886,4391,263460.0
157,30578321,4435,266100.0
158,30582641,4320,259200.0
160,30587070,4429,132870.0
161,30591446,4376,262560.0
